date,sku_id,inventory_position,target_inventory,recommended_order_qty,inventory_risk,recommendation_priority,recommendation
2026-03-11,SKU020,136.0,774,638,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-04,SKU014,52.0,690,638,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-05,SKU023,183.0,821,638,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-07,SKU025,76.0,714,638,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-10,SKU025,76.0,714,638,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-17,SKU011,593.0,1231,638,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-06,SKU020,137.0,774,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-16,SKU025,77.0,714,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-03,SKU018,149.0,786,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-24,SKU018,149.0,786,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-18,SKU014,53.0,690,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-21,SKU025,77.0,714,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-11,SKU023,184.0,821,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-22,SKU025,77.0,714,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-08,SKU014,53.0,690,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-31,SKU020,137.0,774,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-29,SKU018,149.0,786,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-02,SKU018,149.0,786,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-14,SKU025,77.0,714,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-11,SKU018,149.0,786,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-26,SKU023,185.0,821,636,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-16,SKU014,54.0,690,636,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-04,SKU018,150.0,786,636,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-28,SKU023,185.0,821,636,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-22,SKU018,150.0,786,636,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-25,SKU025,78.0,714,636,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-20,SKU018,150.0,786,636,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-08,SKU025,78.0,714,636,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-31,SKU014,54.0,690,636,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-07,SKU023,186.0,821,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-27,SKU018,151.0,786,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-23,SKU018,151.0,786,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-10,SKU025,79.0,714,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-13,SKU025,79.0,714,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-02,SKU025,79.0,714,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-21,SKU025,79.0,714,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-04,SKU014,55.0,690,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-24,SKU025,79.0,714,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-29,SKU014,55.0,690,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-28,SKU020,139.0,774,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-03,SKU014,55.0,690,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-25,SKU020,139.0,774,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-04,SKU014,55.0,690,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-09,SKU014,55.0,690,635,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-27,SKU023,187.0,821,634,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-10,SKU014,56.0,690,634,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-09,SKU023,187.0,821,634,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-20,SKU018,152.0,786,634,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-21,SKU018,152.0,786,634,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-13,SKU018,152.0,786,634,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-08,SKU025,80.0,714,634,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-13,SKU020,140.0,774,634,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-15,SKU014,57.0,690,633,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-16,SKU014,57.0,690,633,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-18,SKU025,81.0,714,633,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-12,SKU018,153.0,786,633,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-07,SKU018,153.0,786,633,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-21,SKU025,81.0,714,633,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-27,SKU020,141.0,774,633,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-29,SKU020,141.0,774,633,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-05,SKU025,81.0,714,633,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-05,SKU025,81.0,714,633,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-10,SKU023,188.0,821,633,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-30,SKU018,153.0,786,633,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-28,SKU014,58.0,690,632,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-05,SKU020,142.0,774,632,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-18,SKU018,154.0,786,632,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-30,SKU018,154.0,786,632,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-04,SKU020,142.0,774,632,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-13,SKU014,58.0,690,632,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-27,SKU018,154.0,786,632,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-26,SKU018,154.0,786,632,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-30,SKU018,154.0,786,632,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-19,SKU025,82.0,714,632,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-31,SKU020,142.0,774,632,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-16,SKU014,58.0,690,632,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-20,SKU023,190.0,821,631,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-27,SKU014,59.0,690,631,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-31,SKU018,155.0,786,631,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-16,SKU020,143.0,774,631,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-07,SKU014,59.0,690,631,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-06,SKU025,83.0,714,631,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-18,SKU014,59.0,690,631,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-08,SKU014,59.0,690,631,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-24,SKU025,83.0,714,631,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-09,SKU025,84.0,714,630,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-25,SKU023,191.0,821,630,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-19,SKU014,60.0,690,630,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-24,SKU020,144.0,774,630,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-17,SKU023,191.0,821,630,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-30,SKU014,60.0,690,630,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-01,SKU023,191.0,821,630,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-24,SKU023,192.0,821,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-01,SKU025,85.0,714,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-12,SKU018,157.0,786,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-27,SKU025,85.0,714,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-17,SKU018,157.0,786,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-04,SKU023,192.0,821,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-12,SKU018,157.0,786,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-30,SKU025,85.0,714,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-14,SKU018,157.0,786,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-06,SKU020,145.0,774,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-02,SKU023,192.0,821,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-21,SKU025,85.0,714,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-20,SKU020,145.0,774,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-13,SKU023,193.0,821,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-14,SKU025,86.0,714,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-14,SKU023,193.0,821,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-07,SKU014,62.0,690,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-13,SKU014,62.0,690,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-30,SKU014,62.0,690,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-19,SKU018,158.0,786,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-14,SKU025,86.0,714,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-06,SKU020,146.0,774,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-20,SKU018,158.0,786,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-24,SKU023,193.0,821,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-25,SKU025,86.0,714,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-09,SKU025,86.0,714,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-22,SKU020,146.0,774,628,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-07,SKU020,147.0,774,627,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-15,SKU014,63.0,690,627,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-26,SKU025,87.0,714,627,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-11,SKU018,159.0,786,627,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-29,SKU020,147.0,774,627,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-26,SKU020,147.0,774,627,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-08,SKU023,194.0,821,627,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-19,SKU023,194.0,821,627,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-18,SKU014,63.0,690,627,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-08,SKU025,87.0,714,627,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-24,SKU025,87.0,714,627,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-16,SKU020,147.0,774,627,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-28,SKU018,159.0,786,627,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-12,SKU020,148.0,774,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-15,SKU018,160.0,786,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-08,SKU018,160.0,786,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-28,SKU020,148.0,774,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-04,SKU020,148.0,774,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-21,SKU018,160.0,786,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-04,SKU025,88.0,714,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-09,SKU025,88.0,714,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-31,SKU023,195.0,821,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-19,SKU023,195.0,821,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-21,SKU025,88.0,714,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-21,SKU018,160.0,786,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-09,SKU023,195.0,821,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-28,SKU025,89.0,714,625,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-24,SKU023,196.0,821,625,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-26,SKU020,149.0,774,625,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-16,SKU020,149.0,774,625,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-19,SKU018,161.0,786,625,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-14,SKU023,196.0,821,625,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-03,SKU020,149.0,774,625,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-01,SKU023,197.0,821,624,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-03,SKU025,90.0,714,624,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-22,SKU020,150.0,774,624,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-23,SKU023,197.0,821,624,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-22,SKU025,90.0,714,624,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-21,SKU014,66.0,690,624,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-15,SKU020,150.0,774,624,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-05,SKU025,90.0,714,624,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-09,SKU025,91.0,714,623,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-02,SKU018,163.0,786,623,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-11,SKU018,163.0,786,623,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-29,SKU025,91.0,714,623,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-25,SKU025,91.0,714,623,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-06,SKU025,91.0,714,623,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-06,SKU018,163.0,786,623,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-04,SKU025,92.0,714,622,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-04,SKU020,152.0,774,622,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-03,SKU020,152.0,774,622,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-05,SKU020,152.0,774,622,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-20,SKU025,92.0,714,622,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-19,SKU023,199.0,821,622,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-09,SKU025,92.0,714,622,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-28,SKU020,153.0,774,621,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-01,SKU014,69.0,690,621,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-09,SKU023,200.0,821,621,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-13,SKU020,153.0,774,621,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-15,SKU025,93.0,714,621,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-17,SKU025,93.0,714,621,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-06,SKU018,165.0,786,621,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-08,SKU018,165.0,786,621,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-12,SKU023,200.0,821,621,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-23,SKU014,69.0,690,621,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-18,SKU020,154.0,774,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-06,SKU025,94.0,714,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-17,SKU014,70.0,690,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-02,SKU014,70.0,690,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-16,SKU018,166.0,786,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-23,SKU018,166.0,786,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-08,SKU020,154.0,774,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-27,SKU025,94.0,714,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-19,SKU018,166.0,786,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-26,SKU020,154.0,774,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-03,SKU025,94.0,714,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-20,SKU018,166.0,786,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-20,SKU018,167.0,786,619,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-14,SKU023,202.0,821,619,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-23,SKU025,95.0,714,619,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-15,SKU025,95.0,714,619,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-18,SKU025,95.0,714,619,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-08,SKU023,202.0,821,619,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-14,SKU025,95.0,714,619,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-25,SKU025,95.0,714,619,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-05,SKU018,167.0,786,619,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-18,SKU023,202.0,821,619,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-25,SKU014,71.0,690,619,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-13,SKU014,71.0,690,619,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-26,SKU014,71.0,690,619,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-21,SKU025,96.0,714,618,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-01,SKU014,72.0,690,618,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-11,SKU014,72.0,690,618,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-19,SKU025,96.0,714,618,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-01,SKU025,96.0,714,618,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-25,SKU014,72.0,690,618,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-06,SKU025,96.0,714,618,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-10,SKU014,73.0,690,617,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-30,SKU020,157.0,774,617,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-15,SKU018,169.0,786,617,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-28,SKU023,204.0,821,617,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-31,SKU025,97.0,714,617,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-13,SKU023,204.0,821,617,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-30,SKU025,97.0,714,617,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-30,SKU020,157.0,774,617,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-26,SKU014,73.0,690,617,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-16,SKU025,97.0,714,617,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-04,SKU023,205.0,821,616,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-21,SKU014,74.0,690,616,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-08,SKU025,98.0,714,616,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-09,SKU014,74.0,690,616,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-10,SKU018,170.0,786,616,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-03,SKU025,98.0,714,616,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-02,SKU025,98.0,714,616,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-01,SKU018,170.0,786,616,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-27,SKU014,74.0,690,616,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-05,SKU025,98.0,714,616,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-10,SKU023,205.0,821,616,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-26,SKU025,99.0,714,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-03,SKU014,75.0,690,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-22,SKU023,206.0,821,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-09,SKU025,99.0,714,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-19,SKU014,75.0,690,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-25,SKU018,171.0,786,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-02,SKU014,75.0,690,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-22,SKU014,75.0,690,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-19,SKU020,159.0,774,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-26,SKU018,171.0,786,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-07,SKU023,206.0,821,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-28,SKU025,99.0,714,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-20,SKU020,159.0,774,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-15,SKU020,159.0,774,615,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-11,SKU020,160.0,774,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-05,SKU025,100.0,714,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-26,SKU020,160.0,774,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-15,SKU014,76.0,690,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-30,SKU023,207.0,821,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-30,SKU020,160.0,774,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-14,SKU014,76.0,690,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-23,SKU023,207.0,821,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-27,SKU023,207.0,821,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-23,SKU025,100.0,714,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-27,SKU018,172.0,786,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-17,SKU023,207.0,821,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-25,SKU025,100.0,714,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-26,SKU023,207.0,821,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-31,SKU018,172.0,786,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-15,SKU025,100.0,714,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-21,SKU018,172.0,786,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-24,SKU018,172.0,786,614,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-31,SKU020,161.0,774,613,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-11,SKU025,101.0,714,613,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-13,SKU020,161.0,774,613,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-12,SKU025,101.0,714,613,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-30,SKU023,208.0,821,613,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-18,SKU025,101.0,714,613,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-02,SKU018,173.0,786,613,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-02,SKU018,173.0,786,613,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-20,SKU018,173.0,786,613,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-04,SKU023,209.0,821,612,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-04,SKU014,78.0,690,612,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-31,SKU025,102.0,714,612,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-30,SKU020,162.0,774,612,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-12,SKU025,102.0,714,612,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-25,SKU020,162.0,774,612,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
