date,sku_id,units_sold,revenue,price,promo_flag,calculated_revenue,revenue_difference,revenue_consistency_flag,category,subcategory,launch_date,unit_cost,list_price,sku_quality_flag,week,month,season,is_holiday,promo_event,promo_flag_calendar,on_hand_units,on_order_units,lead_time_days,reorder_point,inventory_quality_flag,day_of_week,day_of_month,week_of_year,quarter,year,is_weekend,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_14,rolling_std_28,demand_trend_7_28,promo_demand_interaction,price_change,stock_gap,stockout_flag,total_available_stock,promo_lag_1
2026-02-09,SKU003,11.0,81258.87,7387.17,0,81258.87,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,7,2,Winter,0,,0,0.0,32,7.0,48,OK,0,9,7,1,2026,0,12.0,12.0,15.0,9.0,12.0,11.928571428571429,11.785714285714286,4.203173404306167,5.22515050521971,3.8907025249389293,0.21428571428571352,0.0,0.0,-48.0,1,32.0,0.0
2026-02-10,SKU003,5.0,36935.85,7387.17,0,36935.85,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,7,2,Winter,0,,0,0.0,34,7.0,48,OK,1,10,7,1,2026,0,11.0,6.0,13.0,10.0,11.857142857142858,11.642857142857142,11.857142857142858,4.220133150686579,5.15314904257048,3.855868886220704,0.0,0.0,0.0,-48.0,1,34.0,0.0
2026-02-11,SKU003,9.0,66484.53,7387.17,0,66484.53,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,7,2,Winter,0,,0,0.0,37,7.0,48,OK,2,11,7,1,2026,0,5.0,13.0,11.0,12.0,11.714285714285714,11.071428571428571,11.678571428571429,4.461475305855892,5.42734225528886,4.055664273385153,0.0357142857142847,0.0,0.0,-48.0,1,37.0,0.0
2026-02-12,SKU003,13.0,96033.21,7387.17,0,96033.21,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,7,2,Winter,0,,0,0.0,17,7.0,48,OK,3,12,7,1,2026,0,9.0,19.0,1.0,13.0,11.142857142857142,10.928571428571429,11.571428571428571,4.525062483125563,5.455615113232997,4.086369133890466,-0.4285714285714288,0.0,0.0,-48.0,1,17.0,0.0
2026-02-13,SKU003,15.0,110807.55,7387.17,0,110807.55,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,7,2,Winter,0,,0,0.0,25,7.0,48,OK,4,13,7,1,2026,0,13.0,14.0,22.0,16.0,10.285714285714286,11.785714285714286,11.571428571428571,3.147183169877771,4.6604484998528,4.086369133890466,-1.2857142857142847,0.0,0.0,-48.0,1,25.0,0.0
2026-02-14,SKU003,14.0,103420.38,7387.17,0,103420.38,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,7,2,Winter,0,,0,10.0,0,7.0,48,OK,5,14,7,1,2026,1,15.0,8.0,13.0,9.0,10.428571428571429,11.285714285714286,11.535714285714286,3.3594217189442412,3.7709123855879008,4.050442525957464,-1.1071428571428577,0.0,0.0,-38.0,0,10.0,0.0
2026-02-15,SKU003,10.0,73871.7,7387.17,0,73871.7,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,7,2,Winter,0,,0,0.0,15,7.0,48,OK,6,15,7,1,2026,1,14.0,12.0,8.0,12.0,11.285714285714286,11.357142857142858,11.714285714285714,3.401680257083046,3.8150943703852285,4.04472352080935,-0.42857142857142705,0.0,0.0,-48.0,1,15.0,0.0
2026-02-16,SKU003,7.0,51710.19,7387.17,0,51710.19,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,8,2,Winter,0,,0,0.0,23,7.0,48,OK,0,16,8,1,2026,0,10.0,11.0,12.0,11.0,11.0,11.5,11.642857142857142,3.415650255319867,3.715870329773674,4.057131678947268,-0.6428571428571423,0.0,0.0,-48.0,1,23.0,0.0
2026-02-17,SKU003,6.0,44323.02,7387.17,0,44323.02,-7.275957614183426e-12,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,8,2,Winter,0,,0,0.0,38,7.0,48,OK,1,17,8,1,2026,0,7.0,5.0,6.0,12.0,10.428571428571429,11.142857142857142,11.5,3.735288603626358,3.8998450236889193,4.149966532662913,-1.0714285714285712,0.0,0.0,-48.0,1,38.0,0.0
2026-02-18,SKU003,14.0,103420.38,7387.17,0,103420.38,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,8,2,Winter,0,,0,0.0,37,7.0,48,OK,2,18,8,1,2026,0,6.0,9.0,13.0,12.0,10.571428571428571,11.142857142857142,11.285714285714286,3.505098327538656,3.8998450236889193,4.276179870598792,-0.7142857142857153,0.0,0.0,-48.0,1,37.0,0.0
2026-02-19,SKU003,15.0,110807.55,7387.17,0,110807.55,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,8,2,Winter,0,,0,0.0,22,7.0,48,OK,3,19,8,1,2026,0,14.0,13.0,19.0,14.0,11.285714285714286,11.214285714285714,11.357142857142858,3.638419332360585,3.945368685678701,4.305158711870162,-0.07142857142857117,0.0,0.0,-48.0,1,22.0,0.0
2026-02-20,SKU003,14.0,103420.38,7387.17,0,103420.38,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,8,2,Winter,0,,0,0.0,13,7.0,48,OK,4,20,8,1,2026,0,15.0,15.0,14.0,11.0,11.571428571428571,10.928571428571429,11.392857142857142,3.866830866792723,3.452185165599094,4.331959489177275,0.17857142857142883,0.0,0.0,-48.0,1,13.0,0.0
2026-02-21,SKU003,13.0,96033.21,7387.17,0,96033.21,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,8,2,Winter,0,,0,20.0,0,7.0,48,OK,5,21,8,1,2026,1,14.0,14.0,8.0,13.0,11.428571428571429,10.928571428571429,11.5,3.7352886036263597,3.452185165599094,4.358898943540676,-0.07142857142857117,0.0,0.0,-28.0,0,20.0,0.0
2026-02-22,SKU003,9.0,66484.53,7387.17,0,66484.53,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,8,2,Winter,0,,0,11.0,34,7.0,48,OK,6,22,8,1,2026,1,13.0,10.0,12.0,9.0,11.285714285714286,11.285714285714286,11.5,3.638419332360585,3.3838660509171254,4.358898943540676,-0.21428571428571352,0.0,0.0,-37.0,0,45.0,0.0
2026-02-23,SKU003,14.0,103420.38,7387.17,0,103420.38,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,9,2,Winter,0,,0,0.0,24,7.0,48,OK,0,23,9,1,2026,0,9.0,7.0,11.0,15.0,11.142857142857142,11.071428571428571,11.5,3.7161167647860336,3.4298303549499773,4.358898943540676,-0.35714285714285765,0.0,0.0,-48.0,1,24.0,0.0
2026-02-24,SKU003,15.0,110807.55,7387.17,0,110807.55,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,9,2,Winter,0,,0,0.0,21,7.0,48,OK,1,24,9,1,2026,0,14.0,6.0,5.0,13.0,12.142857142857142,11.285714285714286,11.464285714285714,3.3380918415851237,3.5176165756981517,4.333180705492796,0.6785714285714288,0.0,0.0,-48.0,1,21.0,0.0
2026-02-25,SKU003,18.0,132969.06,7387.17,0,132969.06,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,9,2,Winter,0,,0,0.0,11,7.0,48,OK,2,25,9,1,2026,0,15.0,14.0,9.0,11.0,13.428571428571429,12.0,11.535714285714286,2.070196678027071,3.1378581622109425,4.37570855940217,1.8928571428571423,0.0,0.0,-48.0,1,11.0,0.0
2026-02-26,SKU003,10.0,73871.7,7387.17,0,73871.7,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,9,2,Winter,0,,0,0.0,16,7.0,48,OK,3,26,9,1,2026,0,18.0,15.0,13.0,1.0,14.0,12.642857142857142,11.785714285714286,2.708012801545328,3.387922959280795,4.540820148282427,2.2142857142857135,0.0,0.0,-48.0,1,16.0,0.0
2026-02-27,SKU003,14.0,103420.38,7387.17,0,103420.38,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,9,2,Winter,0,,0,0.0,5,7.0,48,OK,4,27,9,1,2026,0,10.0,14.0,15.0,22.0,13.285714285714286,12.428571428571429,12.107142857142858,3.0394235042348527,3.4577512860302613,4.039978783536938,1.1785714285714288,0.0,0.0,-48.0,1,5.0,0.0
2026-02-28,SKU003,14.0,103420.38,7387.17,0,103420.38,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,9,2,Winter,0,,0,6.0,0,7.0,48,OK,5,28,9,1,2026,1,14.0,13.0,14.0,13.0,13.285714285714286,12.357142857142858,11.821428571428571,3.0394235042348527,3.4105524672504464,3.569973248458455,1.4642857142857153,0.0,0.0,-42.0,0,6.0,0.0
2026-03-01,SKU003,6.0,44323.02,7387.17,0,44323.02,-7.275957614183426e-12,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,9,3,Spring,0,,0,0.0,9,7.0,48,OK,6,1,9,1,2026,1,14.0,9.0,10.0,8.0,13.428571428571429,12.357142857142858,11.857142857142858,3.047247001100226,3.4105524672504464,3.5871611153842657,1.5714285714285712,0.0,0.0,-48.0,1,9.0,0.0
2026-03-02,SKU003,15.0,110807.55,7387.17,0,110807.55,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,10,3,Spring,0,,0,0.0,22,7.0,48,OK,0,2,10,1,2026,0,6.0,14.0,7.0,12.0,13.0,12.071428571428571,11.785714285714286,3.8729833462074206,3.7716408531665246,3.6853779428995614,1.2142857142857135,0.0,0.0,-48.0,1,22.0,0.0
2026-03-03,SKU003,16.0,118194.72,7387.17,0,118194.72,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,10,3,Spring,0,,0,0.0,13,7.0,48,OK,1,3,10,1,2026,0,15.0,15.0,6.0,6.0,13.142857142857142,12.642857142857142,11.892857142857142,3.93397896234722,3.54329578993132,3.7351115379675375,1.25,0.0,0.0,-48.0,1,13.0,0.0
2026-03-04,SKU003,15.0,110807.55,7387.17,0,110807.55,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,10,3,Spring,0,,0,0.0,35,7.0,48,OK,2,4,10,1,2026,0,16.0,18.0,14.0,13.0,13.285714285714286,13.357142857142858,12.25,4.029651999626677,3.078639631074399,3.6273140762012095,1.0357142857142865,0.0,0.0,-48.0,1,35.0,0.0
2026-03-05,SKU003,17.0,125581.89,7387.17,0,125581.89,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,10,3,Spring,0,,0,0.0,9,7.0,48,OK,3,5,10,1,2026,0,15.0,10.0,15.0,19.0,12.857142857142858,13.428571428571429,12.321428571428571,3.5790395093549665,3.106179590485968,3.662154510855009,0.5357142857142865,0.0,0.0,-48.0,1,9.0,0.0
2026-03-06,SKU003,16.0,118194.72,7387.17,0,118194.72,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,10,3,Spring,0,,0,0.0,20,7.0,48,OK,4,6,10,1,2026,0,17.0,14.0,14.0,14.0,13.857142857142858,13.571428571428571,12.25,3.625307868699869,3.2276279862435104,3.5446882535442867,1.6071428571428577,0.0,0.0,-48.0,1,20.0,0.0
2026-03-07,SKU003,12.0,88646.04,7387.17,0,88646.04000000001,-1.4551915228366852e-11,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,10,3,Spring,0,,0,0.0,0,7.0,48,OK,5,7,10,1,2026,1,16.0,14.0,13.0,8.0,14.142857142857142,13.714285714285714,12.321428571428571,3.7161167647860394,3.291681156364442,3.6009625403399084,1.8214285714285712,0.0,0.0,-48.0,1,0.0,0.0
2026-03-08,SKU003,10.0,73871.7,7387.17,0,73871.7,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,10,3,Spring,0,,0,0.0,24,7.0,48,OK,6,8,10,1,2026,1,12.0,6.0,9.0,12.0,13.857142857142858,13.642857142857142,12.464285714285714,3.8047589248453737,3.319108843723483,3.501133603268596,1.3928571428571441,0.0,0.0,-48.0,1,24.0,0.0
2026-03-09,SKU003,12.0,88646.04,7387.17,0,88646.04000000001,-1.4551915228366852e-11,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,11,3,Spring,0,,0,0.0,15,7.0,48,OK,0,9,11,1,2026,0,10.0,15.0,14.0,11.0,14.428571428571429,13.714285714285714,12.392857142857142,2.507132682112046,3.2208114464566675,3.5312287832391647,2.0357142857142865,0.0,0.0,-48.0,1,15.0,0.0
2026-03-10,SKU003,8.0,59097.36,7387.17,0,59097.36,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,11,3,Spring,0,,0,0.0,8,7.0,48,OK,1,10,11,1,2026,0,12.0,16.0,15.0,5.0,14.0,13.571428571428571,12.428571428571429,2.6457513110645996,3.2513733362117145,3.5216638684173756,1.5714285714285712,0.0,0.0,-48.0,1,8.0,0.0
2026-03-11,SKU003,12.0,88646.04,7387.17,0,88646.04000000001,-1.4551915228366852e-11,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,11,3,Spring,0,,0,0.0,25,7.0,48,OK,2,11,11,1,2026,0,8.0,15.0,18.0,9.0,12.857142857142858,13.071428571428571,12.535714285714286,3.2877840272018832,3.54019307848696,3.3275743902655814,0.3214285714285712,0.0,0.0,-48.0,1,25.0,0.0
2026-03-12,SKU003,11.0,81258.87,7387.17,0,81258.87,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,11,3,Spring,0,,0,0.0,23,7.0,48,OK,3,12,11,1,2026,0,12.0,17.0,10.0,13.0,12.428571428571429,12.642857142857142,12.642857142857142,3.1547394428670286,3.248837492849561,3.257063955231098,-0.21428571428571352,0.0,0.0,-48.0,1,23.0,0.0
2026-03-13,SKU003,6.0,44323.02,7387.17,0,44323.02,-7.275957614183426e-12,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,11,3,Spring,0,,0,0.0,12,7.0,48,OK,4,13,11,1,2026,0,11.0,16.0,14.0,15.0,11.571428571428571,12.714285714285714,12.571428571428571,2.439750182371333,3.196839098199999,3.2708428116332238,-1.0,0.0,0.0,-48.0,1,12.0,0.0
2026-03-14,SKU003,17.0,125581.89,7387.17,0,125581.89,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,11,3,Spring,0,,0,21.0,0,7.0,48,OK,5,14,11,1,2026,1,6.0,12.0,14.0,14.0,10.142857142857142,12.142857142857142,12.25,2.3401261667248736,3.6343900738351134,3.460089915337787,-2.1071428571428577,0.0,0.0,-27.0,0,21.0,0.0
2026-03-15,SKU003,16.0,108739.14,7387.17,1,118194.72,-9455.580000000002,REVENUE_MISMATCH,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,11,3,Spring,0,Spring Sale,1,5.0,32,7.0,48,OK,6,15,11,1,2026,1,17.0,10.0,6.0,10.0,10.857142857142858,12.357142857142858,12.357142857142858,3.4846602621858462,3.8352041938847523,3.561255352054906,-1.5,10.857142857142858,0.0,-43.0,0,37.0,0.0
2026-03-16,SKU003,17.0,115535.34,7387.17,1,125581.89,-10046.550000000005,REVENUE_MISMATCH,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,12,3,Spring,0,Spring Sale,1,0.0,26,7.0,48,OK,0,16,12,1,2026,0,16.0,12.0,15.0,7.0,11.714285714285714,13.071428571428571,12.571428571428571,3.946064947695181,3.4743961448615095,3.5945284698601223,-0.8571428571428577,11.714285714285714,0.0,-48.0,1,26.0,1.0
2026-03-17,SKU003,14.0,95146.75,7387.17,1,103420.38,-8273.630000000005,REVENUE_MISMATCH,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,12,3,Spring,0,Spring Sale,1,0.0,37,7.0,48,OK,1,17,12,1,2026,0,17.0,8.0,16.0,6.0,12.428571428571429,13.214285714285714,12.928571428571429,4.429339411136566,3.5986871843144956,3.516401479507054,-0.5,12.428571428571429,0.0,-48.0,1,37.0,1.0
2026-03-18,SKU003,15.0,101942.95,7387.17,1,110807.55,-8864.600000000006,REVENUE_MISMATCH,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,12,3,Spring,0,Spring Sale,1,0.0,30,7.0,48,OK,2,18,12,1,2026,0,14.0,12.0,15.0,14.0,13.285714285714286,13.071428571428571,13.214285714285714,3.9880774697543084,3.518397487368479,3.247302502843488,0.07142857142857295,13.285714285714286,0.0,-48.0,1,30.0,1.0
2026-03-19,SKU003,8.0,54369.57,7387.17,1,59097.36,-4727.790000000001,REVENUE_MISMATCH,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,12,3,Spring,0,Spring Sale,1,0.0,21,7.0,48,OK,3,19,12,1,2026,0,15.0,11.0,17.0,15.0,13.714285714285714,13.071428571428571,13.25,3.988077469754309,3.518397487368479,3.26173096513016,0.4642857142857135,13.714285714285714,0.0,-48.0,1,21.0,1.0
2026-03-20,SKU003,10.0,67961.96,7387.17,1,73871.7,-5909.739999999991,REVENUE_MISMATCH,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,12,3,Spring,0,Spring Sale,1,0.0,38,7.0,48,OK,4,20,12,1,2026,0,8.0,6.0,16.0,14.0,13.285714285714286,12.428571428571429,13.0,4.461475305855892,3.5672503031431235,3.388433484883762,0.2857142857142865,13.285714285714286,0.0,-48.0,1,38.0,1.0
2026-03-21,SKU003,19.0,129127.73,7387.17,1,140356.23,-11228.500000000016,REVENUE_MISMATCH,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,12,3,Spring,0,Spring Sale,1,8.0,0,7.0,48,OK,5,21,12,1,2026,1,10.0,17.0,12.0,13.0,13.857142857142858,12.0,12.857142857142858,3.532165125838613,3.464101615137755,3.4287918800378927,1.0,13.857142857142858,0.0,-40.0,0,8.0,1.0
2026-03-22,SKU003,27.0,183497.3,7387.17,1,199453.59,-15956.290000000008,REVENUE_MISMATCH,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,12,3,Spring,0,Spring Sale,1,0.0,9,7.0,48,OK,6,22,12,1,2026,1,19.0,16.0,10.0,9.0,14.142857142857142,12.5,13.071428571428571,3.8913824205360714,3.937003937005903,3.6201961418989637,1.0714285714285712,14.142857142857142,0.0,-48.0,1,9.0,1.0
2026-03-23,SKU003,13.0,88350.55,7387.17,1,96033.21,-7682.6600000000035,REVENUE_MISMATCH,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,13,3,Spring,0,Spring Sale,1,0.0,8,7.0,48,OK,0,23,13,1,2026,0,27.0,17.0,12.0,14.0,15.714285714285714,13.714285714285714,13.714285714285714,6.264031867582995,5.440992152576175,4.387331449603197,2.0,15.714285714285714,0.0,-48.0,1,8.0,1.0
2026-03-24,SKU003,17.0,115535.34,7387.17,1,125581.89,-10046.550000000005,REVENUE_MISMATCH,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,13,3,Spring,0,Spring Sale,1,0.0,8,7.0,48,OK,1,24,13,1,2026,0,13.0,14.0,8.0,15.0,15.142857142857142,13.785714285714286,13.678571428571429,6.309478885734055,5.4232912435243446,4.388989349864904,1.4642857142857135,15.142857142857142,0.0,-48.0,1,8.0,1.0
2026-03-25,SKU003,14.0,95146.75,7387.17,1,103420.38,-8273.630000000005,REVENUE_MISMATCH,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,13,3,Spring,0,Spring Sale,1,0.0,17,7.0,48,OK,2,25,13,1,2026,0,17.0,15.0,12.0,18.0,15.571428571428571,14.428571428571429,13.75,6.3207895829857375,5.214097542893983,4.4273978646437335,1.8214285714285712,15.571428571428571,0.0,-48.0,1,17.0,1.0
2026-03-26,SKU003,11.0,81258.87,7387.17,0,81258.87,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,13,3,Spring,0,,0,0.0,5,7.0,48,OK,3,26,13,1,2026,0,14.0,8.0,11.0,10.0,15.428571428571429,14.571428571428571,13.607142857142858,6.347102826149451,5.1696493812709,4.349025311954531,1.8214285714285712,0.0,0.0,-48.0,1,5.0,1.0
2026-03-27,SKU003,15.0,110807.55,7387.17,0,110807.55,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,13,3,Spring,0,,0,0.0,24,7.0,48,OK,4,27,13,1,2026,0,11.0,10.0,6.0,14.0,15.857142857142858,14.571428571428571,13.642857142857142,5.843188953205022,5.1696493812709,4.322330353239988,2.2142857142857153,0.0,0.0,-48.0,1,24.0,0.0
2026-03-28,SKU003,4.0,29548.68,7387.17,0,29548.68,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,13,3,Spring,0,,0,16.0,0,7.0,48,OK,5,28,13,1,2026,1,15.0,19.0,17.0,14.0,16.571428571428573,15.214285714285714,13.678571428571429,5.2870011303555655,4.543441112511197,4.329516023149589,2.892857142857144,0.0,0.0,-32.0,0,16.0,0.0
2026-03-29,SKU003,5.0,36935.85,7387.17,0,36935.85,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,13,3,Spring,0,,0,11.0,17,7.0,48,OK,6,29,13,1,2026,1,4.0,27.0,16.0,6.0,14.428571428571429,14.285714285714286,13.321428571428571,6.924765768773772,5.398412465054614,4.698727735040876,1.1071428571428577,0.0,0.0,-37.0,0,28.0,0.0
2026-03-30,SKU003,11.0,81258.87,7387.17,0,81258.87,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,14,3,Spring,0,,0,0.0,19,7.0,48,OK,0,30,14,1,2026,0,5.0,13.0,17.0,15.0,11.285714285714286,13.5,13.285714285714286,4.990467102863409,5.9063199527806916,4.759840822557482,-2.0,0.0,0.0,-48.0,1,19.0,0.0
2026-03-31,SKU003,11.0,81258.87,7387.17,0,81258.87,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,14,3,Spring,0,,0,0.0,19,7.0,48,OK,1,31,14,1,2026,0,11.0,17.0,14.0,16.0,11.0,13.071428571428571,13.142857142857142,4.932882862316248,5.850237151199486,4.766505713788325,-2.1428571428571423,0.0,0.0,-48.0,1,19.0,0.0
2026-04-01,SKU003,14.0,103420.38,7387.17,0,103420.38,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,14,4,Spring,0,,0,0.0,39,7.0,48,OK,2,1,14,2,2026,0,11.0,14.0,15.0,15.0,10.142857142857142,12.857142857142858,12.964285714285714,4.18045338165497,5.868522849879721,4.749129689135982,-2.821428571428571,0.0,0.0,-48.0,1,39.0,0.0
2026-04-02,SKU003,17.0,125581.89,7387.17,0,125581.89,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,14,4,Spring,0,,0,0.0,19,7.0,48,OK,3,2,14,2,2026,0,14.0,11.0,8.0,17.0,10.142857142857142,12.785714285714286,12.928571428571429,4.18045338165497,5.846479169664306,4.736998357520664,-2.7857142857142865,0.0,0.0,-48.0,1,19.0,0.0
2026-04-03,SKU003,14.0,103420.38,7387.17,0,103420.38,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,14,4,Spring,0,,0,0.0,36,7.0,48,OK,4,3,14,2,2026,0,17.0,15.0,10.0,16.0,11.0,13.428571428571429,12.928571428571429,4.932882862316248,5.774137107885408,4.736998357520664,-1.9285714285714288,0.0,0.0,-48.0,1,36.0,0.0
2026-04-04,SKU003,15.0,110807.55,7387.17,0,110807.55,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,14,4,Spring,0,,0,0.0,34,7.0,48,OK,5,4,14,2,2026,1,14.0,4.0,19.0,12.0,10.857142857142858,13.714285714285714,12.857142857142858,4.81070235442364,5.68978262973431,4.703932836147234,-2.0,0.0,0.0,-48.0,1,34.0,0.0
2026-04-05,SKU003,10.0,73871.7,7387.17,0,73871.7,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,14,4,Spring,0,,0,0.0,19,7.0,48,OK,6,5,14,2,2026,1,15.0,5.0,27.0,10.0,12.428571428571429,13.428571428571429,12.964285714285714,3.9096949095440054,5.5012486095191315,4.717831759180963,-0.5357142857142847,0.0,0.0,-48.0,1,19.0,0.0
2026-04-06,SKU003,7.0,51710.19,7387.17,0,51710.19,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,15,4,Spring,0,,0,0.0,6,7.0,48,OK,0,6,15,2,2026,0,10.0,11.0,13.0,12.0,13.142857142857142,12.214285714285714,12.964285714285714,2.544836041121413,3.925823214573969,4.717831759180963,0.17857142857142883,0.0,0.0,-48.0,1,6.0,0.0
2026-04-07,SKU003,11.0,81258.87,7387.17,0,81258.87,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,15,4,Spring,0,,0,0.0,0,7.0,48,OK,1,7,15,2,2026,0,7.0,11.0,17.0,8.0,12.571428571428571,11.785714285714286,12.785714285714286,3.40867241298539,4.154304004071171,4.848498376604507,-0.2142857142857153,0.0,0.0,-48.0,1,0.0,0.0
2026-04-08,SKU003,8.0,59097.36,7387.17,0,59097.36,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,15,4,Spring,0,,0,0.0,12,7.0,48,OK,2,8,15,2,2026,0,11.0,14.0,14.0,12.0,12.571428571428571,11.357142857142858,12.892857142857142,3.40867241298539,3.8751107747370965,4.771359661131515,-0.3214285714285712,0.0,0.0,-48.0,1,12.0,0.0
2026-04-09,SKU003,12.0,88646.04,7387.17,0,88646.04000000001,-1.4551915228366852e-11,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,15,4,Spring,0,,0,0.0,6,7.0,48,OK,3,9,15,2,2026,0,8.0,17.0,11.0,11.0,11.714285714285714,10.928571428571429,12.75,3.728908942943219,3.892088340255356,4.858173715693159,-1.0357142857142865,0.0,0.0,-48.0,1,6.0,0.0
2026-04-10,SKU003,21.0,155130.57,7387.17,0,155130.57,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,15,4,Spring,0,,0,0.0,35,7.0,48,OK,4,10,15,2,2026,0,12.0,14.0,15.0,6.0,11.0,11.0,12.785714285714286,2.9439202887759492,3.9026618135279505,4.848498376604507,-1.7857142857142865,0.0,0.0,-48.0,1,35.0,0.0
2026-04-11,SKU003,8.0,59097.36,7387.17,0,59097.36,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,15,4,Spring,0,,0,0.0,27,7.0,48,OK,5,11,15,2,2026,1,21.0,15.0,4.0,17.0,12.0,11.428571428571429,13.321428571428571,4.760952285695235,4.636216722124357,4.899384477050998,-1.3214285714285712,0.0,0.0,-48.0,1,27.0,0.0
2026-04-12,SKU003,19.0,140356.23,7387.17,0,140356.23,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,15,4,Spring,0,,0,0.0,11,7.0,48,OK,6,12,15,2,2026,1,8.0,10.0,5.0,16.0,11.0,11.714285714285714,13.0,4.760952285695233,4.250403988556155,4.944132324730445,-2.0,0.0,0.0,-48.0,1,11.0,0.0
2026-04-13,SKU003,9.0,66484.53,7387.17,0,66484.53,0.0,OK,Small Appliances,Toaster,2024-09-20,3877.36,7387.17,OK,16,4,Spring,0,,0,0.0,14,7.0,48,OK,0,13,16,2,2026,0,19.0,7.0,11.0,17.0,12.285714285714286,12.714285714285714,13.107142857142858,5.589105048046177,4.195759240518402,5.043068478866782,-0.8214285714285712,0.0,0.0,-48.0,1,14.0,0.0
