date,sku_id,units_sold,revenue,price,promo_flag,calculated_revenue,revenue_difference,revenue_consistency_flag
2026-06-10,SKU007,143.0,491710.76,3737.54,1,534468.22,-42757.45999999996,REVENUE_MISMATCH
2026-06-11,SKU007,139.0,477956.62,3737.54,1,519518.06,-41561.44,REVENUE_MISMATCH
2026-06-12,SKU007,120.0,412624.42,3737.54,1,448504.8,-35880.380000000005,REVENUE_MISMATCH
2026-06-13,SKU007,129.0,443571.25,3737.54,1,482142.66,-38571.409999999974,REVENUE_MISMATCH
2026-06-14,SKU007,140.0,481395.15,3737.54,1,523255.6,-41860.44999999995,REVENUE_MISMATCH
2026-06-15,SKU007,122.0,419501.49,3737.54,1,455979.88,-36478.390000000014,REVENUE_MISMATCH
2026-06-16,SKU007,141.0,484833.69,3737.54,1,526993.14,-42159.45000000001,REVENUE_MISMATCH
2026-06-17,SKU007,116.0,398870.27,3737.54,1,433554.64,-34684.369999999995,REVENUE_MISMATCH
2026-06-18,SKU007,113.0,388554.66,3737.54,1,422342.02,-33787.360000000044,REVENUE_MISMATCH
2026-06-19,SKU007,137.0,471079.54,3737.54,1,512042.98,-40963.44,REVENUE_MISMATCH
2026-06-20,SKU007,147.0,505464.91,3737.54,1,549418.38,-43953.47000000003,REVENUE_MISMATCH
2026-06-21,SKU007,83.0,310215.82,3737.54,0,310215.82,0.0,OK
2026-06-22,SKU007,80.0,299003.2,3737.54,0,299003.2,0.0,OK
2026-06-23,SKU007,102.0,381229.08,3737.54,0,381229.08,0.0,OK
2026-06-24,SKU007,90.0,336378.6,3737.54,0,336378.6,0.0,OK
2026-06-25,SKU007,98.0,366278.92,3737.54,0,366278.92,0.0,OK
2026-06-26,SKU007,91.0,340116.14,3737.54,0,340116.14,0.0,OK
2026-06-27,SKU007,158.0,590531.32,3737.54,0,590531.32,0.0,OK
2026-06-28,SKU007,115.0,429817.1,3737.54,0,429817.1,0.0,OK
2026-06-29,SKU007,102.0,381229.08,3737.54,0,381229.08,0.0,OK
2026-06-30,SKU007,96.0,358803.84,3737.54,0,358803.83999999997,5.820766091346741e-11,OK
2025-01-01,SKU008,79.0,571756.18,7237.42,0,571756.18,0.0,OK
2025-01-02,SKU008,72.0,521094.24,7237.42,0,521094.24,0.0,OK
2025-01-03,SKU008,83.0,600705.86,7237.42,0,600705.86,0.0,OK
2025-01-04,SKU008,99.0,716504.58,7237.42,0,716504.58,0.0,OK
2025-01-05,SKU008,123.0,890202.66,7237.42,0,890202.66,0.0,OK
2025-01-06,SKU008,80.0,578993.6,7237.42,0,578993.6,0.0,OK
2025-01-07,SKU008,90.0,651367.8,7237.42,0,651367.8,0.0,OK
2025-01-08,SKU008,89.0,644130.38,7237.42,0,644130.38,0.0,OK
2025-01-09,SKU008,96.0,694792.32,7237.42,0,694792.3200000001,-1.1641532182693481e-10,OK
2025-01-10,SKU008,120.0,799011.17,7237.42,1,868490.4,-69479.22999999998,REVENUE_MISMATCH
2025-01-11,SKU008,121.0,805669.59,7237.42,1,875727.8200000001,-70058.2300000001,REVENUE_MISMATCH
2025-01-12,SKU008,134.0,892229.14,7237.42,1,969814.28,-77585.14000000001,REVENUE_MISMATCH
2025-01-13,SKU008,136.0,905545.99,7237.42,1,984289.12,-78743.13,REVENUE_MISMATCH
2025-01-14,SKU008,111.0,739085.33,7237.42,1,803353.62,-64268.29000000004,REVENUE_MISMATCH
2025-01-15,SKU008,123.0,818986.45,7237.42,1,890202.66,-71216.21000000008,REVENUE_MISMATCH
2025-01-16,SKU008,102.0,738216.84,7237.42,0,738216.84,0.0,OK
2025-01-17,SKU008,103.0,745454.26,7237.42,0,745454.26,0.0,OK
2025-01-18,SKU008,102.0,738216.84,7237.42,0,738216.84,0.0,OK
2025-01-19,SKU008,124.0,897440.08,7237.42,0,897440.08,0.0,OK
2025-01-20,SKU008,98.0,709267.16,7237.42,0,709267.16,0.0,OK
2025-01-21,SKU008,104.0,752691.68,7237.42,0,752691.68,0.0,OK
2025-01-22,SKU008,101.0,730979.42,7237.42,0,730979.42,0.0,OK
2025-01-23,SKU008,68.0,492144.56,7237.42,0,492144.56,0.0,OK
2025-01-24,SKU008,101.0,730979.42,7237.42,0,730979.42,0.0,OK
2025-01-25,SKU008,112.0,810591.04,7237.42,0,810591.04,0.0,OK
2025-01-26,SKU008,105.0,759929.1,7237.42,0,759929.1,0.0,OK
2025-01-27,SKU008,80.0,578993.6,7237.42,0,578993.6,0.0,OK
2025-01-28,SKU008,96.0,694792.32,7237.42,0,694792.3200000001,-1.1641532182693481e-10,OK
2025-01-29,SKU008,97.0,702029.74,7237.42,0,702029.74,0.0,OK
2025-01-30,SKU008,78.0,564518.76,7237.42,0,564518.76,0.0,OK
2025-01-31,SKU008,84.0,607943.28,7237.42,0,607943.28,0.0,OK
2025-02-01,SKU008,99.0,716504.58,7237.42,0,716504.58,0.0,OK
2025-02-02,SKU008,141.0,1020476.22,7237.42,0,1020476.22,0.0,OK
2025-02-03,SKU008,79.0,571756.18,7237.42,0,571756.18,0.0,OK
2025-02-04,SKU008,83.0,600705.86,7237.42,0,600705.86,0.0,OK
2025-02-05,SKU008,83.0,600705.86,7237.42,0,600705.86,0.0,OK
2025-02-06,SKU008,91.0,658605.22,7237.42,0,658605.22,0.0,OK
2025-02-07,SKU008,101.0,730979.42,7237.42,0,730979.42,0.0,OK
2025-02-08,SKU008,98.0,709267.16,7237.42,0,709267.16,0.0,OK
2025-02-09,SKU008,89.0,644130.38,7237.42,0,644130.38,0.0,OK
2025-02-10,SKU008,63.0,455957.46,7237.42,0,455957.46,0.0,OK
2025-02-11,SKU008,72.0,521094.24,7237.42,0,521094.24,0.0,OK
2025-02-12,SKU008,106.0,767166.52,7237.42,0,767166.52,0.0,OK
2025-02-13,SKU008,97.0,702029.74,7237.42,0,702029.74,0.0,OK
2025-02-14,SKU008,135.0,977051.7,7237.42,0,977051.7,0.0,OK
2025-02-15,SKU008,118.0,854015.56,7237.42,0,854015.56,0.0,OK
2025-02-16,SKU008,93.0,673080.06,7237.42,0,673080.06,0.0,OK
2025-02-17,SKU008,86.0,622418.12,7237.42,0,622418.12,0.0,OK
2025-02-18,SKU008,98.0,709267.16,7237.42,0,709267.16,0.0,OK
2025-02-19,SKU008,96.0,694792.32,7237.42,0,694792.3200000001,-1.1641532182693481e-10,OK
2025-02-20,SKU008,100.0,723742.0,7237.42,0,723742.0,0.0,OK
2025-02-21,SKU008,130.0,940864.6,7237.42,0,940864.6,0.0,OK
2025-02-22,SKU008,131.0,948102.02,7237.42,0,948102.02,0.0,OK
2025-02-23,SKU008,76.0,550043.92,7237.42,0,550043.92,0.0,OK
2025-02-24,SKU008,83.0,600705.86,7237.42,0,600705.86,0.0,OK
2025-02-25,SKU008,101.0,730979.42,7237.42,0,730979.42,0.0,OK
2025-02-26,SKU008,92.0,665842.64,7237.42,0,665842.64,0.0,OK
2025-02-27,SKU008,80.0,578993.6,7237.42,0,578993.6,0.0,OK
2025-02-28,SKU008,76.0,550043.92,7237.42,0,550043.92,0.0,OK
2025-03-01,SKU008,105.0,759929.1,7237.42,0,759929.1,0.0,OK
2025-03-02,SKU008,76.0,550043.92,7237.42,0,550043.92,0.0,OK
2025-03-03,SKU008,57.0,412532.94,7237.42,0,412532.94,0.0,OK
2025-03-04,SKU008,71.0,513856.82,7237.42,0,513856.82,0.0,OK
2025-03-05,SKU008,99.0,716504.58,7237.42,0,716504.58,0.0,OK
2025-03-06,SKU008,94.0,680317.48,7237.42,0,680317.48,0.0,OK
2025-03-07,SKU008,94.0,680317.48,7237.42,0,680317.48,0.0,OK
2025-03-08,SKU008,86.0,622418.12,7237.42,0,622418.12,0.0,OK
2025-03-09,SKU008,71.0,513856.82,7237.42,0,513856.82,0.0,OK
2025-03-10,SKU008,93.0,673080.06,7237.42,0,673080.06,0.0,OK
2025-03-11,SKU008,103.0,745454.26,7237.42,0,745454.26,0.0,OK
2025-03-12,SKU008,89.0,644130.38,7237.42,0,644130.38,0.0,OK
2025-03-13,SKU008,76.0,550043.92,7237.42,0,550043.92,0.0,OK
2025-03-14,SKU008,147.0,1063900.74,7237.42,0,1063900.74,0.0,OK
2025-03-15,SKU008,112.0,810591.04,7237.42,0,810591.04,0.0,OK
2025-03-16,SKU008,107.0,774403.94,7237.42,0,774403.9400000001,-1.1641532182693481e-10,OK
2025-03-17,SKU008,75.0,542806.5,7237.42,0,542806.5,0.0,OK
2025-03-18,SKU008,80.0,578993.6,7237.42,0,578993.6,0.0,OK
2025-03-19,SKU008,87.0,629655.54,7237.42,0,629655.54,0.0,OK
2025-03-20,SKU008,105.0,699134.77,7237.42,1,759929.1,-60794.32999999996,REVENUE_MISMATCH
2025-03-21,SKU008,143.0,952154.98,7237.42,1,1034951.06,-82796.08000000007,REVENUE_MISMATCH
2025-03-22,SKU008,146.0,972130.25,7237.42,1,1056663.32,-84533.07000000007,REVENUE_MISMATCH
2025-03-23,SKU008,115.0,765719.04,7237.42,1,832303.3,-66584.26000000001,REVENUE_MISMATCH
2025-03-24,SKU008,88.0,585941.52,7237.42,1,636892.96,-50951.439999999944,REVENUE_MISMATCH
2025-03-25,SKU008,136.0,905545.99,7237.42,1,984289.12,-78743.13,REVENUE_MISMATCH
2025-03-26,SKU008,136.0,905545.99,7237.42,1,984289.12,-78743.13,REVENUE_MISMATCH
2025-03-27,SKU008,112.0,745743.76,7237.42,1,810591.04,-64847.28000000003,REVENUE_MISMATCH
2025-03-28,SKU008,103.0,745454.26,7237.42,0,745454.26,0.0,OK
2025-03-29,SKU008,75.0,542806.5,7237.42,0,542806.5,0.0,OK
2025-03-30,SKU008,86.0,622418.12,7237.42,0,622418.12,0.0,OK
2025-03-31,SKU008,79.0,571756.18,7237.42,0,571756.18,0.0,OK
2025-04-01,SKU008,96.0,694792.32,7237.42,0,694792.3200000001,-1.1641532182693481e-10,OK
2025-04-02,SKU008,84.0,607943.28,7237.42,0,607943.28,0.0,OK
2025-04-03,SKU008,79.0,571756.18,7237.42,0,571756.18,0.0,OK
2025-04-04,SKU008,98.0,709267.16,7237.42,0,709267.16,0.0,OK
2025-04-05,SKU008,109.0,788878.78,7237.42,0,788878.78,0.0,OK
2025-04-06,SKU008,78.0,564518.76,7237.42,0,564518.76,0.0,OK
2025-04-07,SKU008,70.0,506619.4,7237.42,0,506619.4,0.0,OK
2025-04-08,SKU008,71.0,513856.82,7237.42,0,513856.82,0.0,OK
2025-04-09,SKU008,88.0,636892.96,7237.42,0,636892.96,0.0,OK
2025-04-10,SKU008,106.0,767166.52,7237.42,0,767166.52,0.0,OK
2025-04-11,SKU008,110.0,796116.2,7237.42,0,796116.2,0.0,OK
2025-04-12,SKU008,102.0,738216.84,7237.42,0,738216.84,0.0,OK
2025-04-13,SKU008,101.0,730979.42,7237.42,0,730979.42,0.0,OK
2025-04-14,SKU008,69.0,499381.98,7237.42,0,499381.98,0.0,OK
2025-04-15,SKU008,52.0,376345.84,7237.42,0,376345.84,0.0,OK
2025-04-16,SKU008,81.0,586231.02,7237.42,0,586231.02,0.0,OK
2025-04-17,SKU008,86.0,622418.12,7237.42,0,622418.12,0.0,OK
2025-04-18,SKU008,104.0,752691.68,7237.42,0,752691.68,0.0,OK
2025-04-19,SKU008,107.0,774403.94,7237.42,0,774403.9400000001,-1.1641532182693481e-10,OK
2025-04-20,SKU008,83.0,600705.86,7237.42,0,600705.86,0.0,OK
2025-04-21,SKU008,58.0,419770.36,7237.42,0,419770.36,0.0,OK
2025-04-22,SKU008,91.0,658605.22,7237.42,0,658605.22,0.0,OK
2025-04-23,SKU008,92.0,665842.64,7237.42,0,665842.64,0.0,OK
2025-04-24,SKU008,55.0,398058.1,7237.42,0,398058.1,0.0,OK
2025-04-25,SKU008,105.0,759929.1,7237.42,0,759929.1,0.0,OK
2025-04-26,SKU008,91.0,658605.22,7237.42,0,658605.22,0.0,OK
2025-04-27,SKU008,75.0,542806.5,7237.42,0,542806.5,0.0,OK
2025-04-28,SKU008,120.0,868490.4,7237.42,0,868490.4,0.0,OK
2025-04-29,SKU008,86.0,622418.12,7237.42,0,622418.12,0.0,OK
2025-04-30,SKU008,81.0,586231.02,7237.42,0,586231.02,0.0,OK
2025-05-01,SKU008,99.0,716504.58,7237.42,0,716504.58,0.0,OK
2025-05-02,SKU008,110.0,796116.2,7237.42,0,796116.2,0.0,OK
2025-05-03,SKU008,101.0,730979.42,7237.42,0,730979.42,0.0,OK
2025-05-04,SKU008,104.0,752691.68,7237.42,0,752691.68,0.0,OK
2025-05-05,SKU008,77.0,557281.34,7237.42,0,557281.34,0.0,OK
2025-05-06,SKU008,86.0,622418.12,7237.42,0,622418.12,0.0,OK
2025-05-07,SKU008,84.0,607943.28,7237.42,0,607943.28,0.0,OK
2025-05-08,SKU008,81.0,586231.02,7237.42,0,586231.02,0.0,OK
2025-05-09,SKU008,113.0,817828.46,7237.42,0,817828.46,0.0,OK
2025-05-10,SKU008,102.0,738216.84,7237.42,0,738216.84,0.0,OK
2025-05-11,SKU008,106.0,767166.52,7237.42,0,767166.52,0.0,OK
2025-05-12,SKU008,72.0,521094.24,7237.42,0,521094.24,0.0,OK
2025-05-13,SKU008,105.0,759929.1,7237.42,0,759929.1,0.0,OK
2025-05-14,SKU008,102.0,738216.84,7237.42,0,738216.84,0.0,OK
2025-05-15,SKU008,80.0,578993.6,7237.42,0,578993.6,0.0,OK
2025-05-16,SKU008,105.0,759929.1,7237.42,0,759929.1,0.0,OK
2025-05-17,SKU008,84.0,607943.28,7237.42,0,607943.28,0.0,OK
2025-05-18,SKU008,77.0,557281.34,7237.42,0,557281.34,0.0,OK
2025-05-19,SKU008,88.0,636892.96,7237.42,0,636892.96,0.0,OK
2025-05-20,SKU008,85.0,615180.7,7237.42,0,615180.7,0.0,OK
2025-05-21,SKU008,88.0,636892.96,7237.42,0,636892.96,0.0,OK
2025-05-22,SKU008,78.0,564518.76,7237.42,0,564518.76,0.0,OK
2025-05-23,SKU008,95.0,687554.9,7237.42,0,687554.9,0.0,OK
2025-05-24,SKU008,93.0,673080.06,7237.42,0,673080.06,0.0,OK
2025-05-25,SKU008,97.0,702029.74,7237.42,0,702029.74,0.0,OK
2025-05-26,SKU008,95.0,687554.9,7237.42,0,687554.9,0.0,OK
2025-05-27,SKU008,84.0,607943.28,7237.42,0,607943.28,0.0,OK
2025-05-28,SKU008,110.0,796116.2,7237.42,0,796116.2,0.0,OK
2025-05-29,SKU008,93.0,673080.06,7237.42,0,673080.06,0.0,OK
2025-05-30,SKU008,81.0,586231.02,7237.42,0,586231.02,0.0,OK
2025-05-31,SKU008,103.0,745454.26,7237.42,0,745454.26,0.0,OK
2025-06-01,SKU008,92.0,665842.64,7237.42,0,665842.64,0.0,OK
2025-06-02,SKU008,96.0,694792.32,7237.42,0,694792.3200000001,-1.1641532182693481e-10,OK
2025-06-03,SKU008,104.0,752691.68,7237.42,0,752691.68,0.0,OK
2025-06-04,SKU008,119.0,861252.98,7237.42,0,861252.98,0.0,OK
2025-06-05,SKU008,108.0,781641.36,7237.42,0,781641.36,0.0,OK
2025-06-06,SKU008,155.0,1121800.1,7237.42,0,1121800.1,0.0,OK
2025-06-07,SKU008,116.0,839540.72,7237.42,0,839540.72,0.0,OK
2025-06-08,SKU008,92.0,665842.64,7237.42,0,665842.64,0.0,OK
2025-06-09,SKU008,111.0,803353.62,7237.42,0,803353.62,0.0,OK
2025-06-10,SKU008,134.0,892229.14,7237.42,1,969814.28,-77585.14000000001,REVENUE_MISMATCH
2025-06-11,SKU008,159.0,1058689.8,7237.42,1,1150749.78,-92059.97999999998,REVENUE_MISMATCH
2025-06-12,SKU008,123.0,818986.45,7237.42,1,890202.66,-71216.21000000008,REVENUE_MISMATCH
2025-06-13,SKU008,145.0,965471.83,7237.42,1,1049425.9,-83954.06999999995,REVENUE_MISMATCH
2025-06-14,SKU008,153.0,1018739.24,7237.42,1,1107325.26,-88586.02000000002,REVENUE_MISMATCH
2025-06-15,SKU008,135.0,898887.56,7237.42,1,977051.7,-78164.1399999999,REVENUE_MISMATCH
2025-06-16,SKU008,98.0,652525.79,7237.42,1,709267.16,-56741.369999999995,REVENUE_MISMATCH
2025-06-17,SKU008,141.0,938838.12,7237.42,1,1020476.22,-81638.09999999998,REVENUE_MISMATCH
2025-06-18,SKU008,152.0,1012080.81,7237.42,1,1100087.84,-88007.03000000003,REVENUE_MISMATCH
2025-06-19,SKU008,127.0,845620.15,7237.42,1,919152.34,-73532.18999999994,REVENUE_MISMATCH
2025-06-20,SKU008,169.0,1125274.06,7237.42,1,1223123.98,-97849.91999999993,REVENUE_MISMATCH
2025-06-21,SKU008,112.0,810591.04,7237.42,0,810591.04,0.0,OK
2025-06-22,SKU008,106.0,767166.52,7237.42,0,767166.52,0.0,OK
2025-06-23,SKU008,91.0,658605.22,7237.42,0,658605.22,0.0,OK
2025-06-24,SKU008,75.0,542806.5,7237.42,0,542806.5,0.0,OK
2025-06-25,SKU008,113.0,817828.46,7237.42,0,817828.46,0.0,OK
2025-06-26,SKU008,94.0,680317.48,7237.42,0,680317.48,0.0,OK
2025-06-27,SKU008,107.0,774403.94,7237.42,0,774403.9400000001,-1.1641532182693481e-10,OK
2025-06-28,SKU008,99.0,716504.58,7237.42,0,716504.58,0.0,OK
2025-06-29,SKU008,88.0,636892.96,7237.42,0,636892.96,0.0,OK
2025-06-30,SKU008,99.0,716504.58,7237.42,0,716504.58,0.0,OK
2025-07-01,SKU008,102.0,738216.84,7237.42,0,738216.84,0.0,OK
2025-07-02,SKU008,98.0,709267.16,7237.42,0,709267.16,0.0,OK
2025-07-03,SKU008,114.0,825065.88,7237.42,0,825065.88,0.0,OK
2025-07-04,SKU008,96.0,694792.32,7237.42,0,694792.3200000001,-1.1641532182693481e-10,OK
2025-07-05,SKU008,160.0,1157987.2,7237.42,0,1157987.2,0.0,OK
2025-07-06,SKU008,73.0,528331.66,7237.42,0,528331.66,0.0,OK
2025-07-07,SKU008,114.0,825065.88,7237.42,0,825065.88,0.0,OK
2025-07-08,SKU008,92.0,665842.64,7237.42,0,665842.64,0.0,OK
2025-07-09,SKU008,132.0,955339.44,7237.42,0,955339.4400000001,-1.1641532182693481e-10,OK
2025-07-10,SKU008,102.0,738216.84,7237.42,0,738216.84,0.0,OK
2025-07-11,SKU008,120.0,868490.4,7237.42,0,868490.4,0.0,OK
2025-07-12,SKU008,96.0,694792.32,7237.42,0,694792.3200000001,-1.1641532182693481e-10,OK
2025-07-13,SKU008,91.0,658605.22,7237.42,0,658605.22,0.0,OK
2025-07-14,SKU008,111.0,803353.62,7237.42,0,803353.62,0.0,OK
2025-07-15,SKU008,87.0,629655.54,7237.42,0,629655.54,0.0,OK
2025-07-16,SKU008,106.0,767166.52,7237.42,0,767166.52,0.0,OK
2025-07-17,SKU008,117.0,846778.14,7237.42,0,846778.14,0.0,OK
2025-07-18,SKU008,118.0,854015.56,7237.42,0,854015.56,0.0,OK
2025-07-19,SKU008,109.0,788878.78,7237.42,0,788878.78,0.0,OK
2025-07-20,SKU008,99.0,716504.58,7237.42,0,716504.58,0.0,OK
2025-07-21,SKU008,90.0,651367.8,7237.42,0,651367.8,0.0,OK
2025-07-22,SKU008,107.0,774403.94,7237.42,0,774403.9400000001,-1.1641532182693481e-10,OK
2025-07-23,SKU008,124.0,897440.08,7237.42,0,897440.08,0.0,OK
2025-07-24,SKU008,107.0,774403.94,7237.42,0,774403.9400000001,-1.1641532182693481e-10,OK
2025-07-25,SKU008,101.0,730979.42,7237.42,0,730979.42,0.0,OK
2025-07-26,SKU008,117.0,846778.14,7237.42,0,846778.14,0.0,OK
2025-07-27,SKU008,122.0,882965.24,7237.42,0,882965.24,0.0,OK
2025-07-28,SKU008,86.0,622418.12,7237.42,0,622418.12,0.0,OK
2025-07-29,SKU008,87.0,629655.54,7237.42,0,629655.54,0.0,OK
2025-07-30,SKU008,99.0,716504.58,7237.42,0,716504.58,0.0,OK
2025-07-31,SKU008,86.0,622418.12,7237.42,0,622418.12,0.0,OK
2025-08-01,SKU008,139.0,1006001.38,7237.42,0,1006001.38,0.0,OK
2025-08-02,SKU008,142.0,1027713.64,7237.42,0,1027713.64,0.0,OK
2025-08-03,SKU008,100.0,723742.0,7237.42,0,723742.0,0.0,OK
2025-08-04,SKU008,71.0,513856.82,7237.42,0,513856.82,0.0,OK
2025-08-05,SKU008,115.0,832303.3,7237.42,0,832303.3,0.0,OK
2025-08-06,SKU008,89.0,644130.38,7237.42,0,644130.38,0.0,OK
2025-08-07,SKU008,127.0,919152.34,7237.42,0,919152.34,0.0,OK
2025-08-08,SKU008,109.0,788878.78,7237.42,0,788878.78,0.0,OK
2025-08-09,SKU008,143.0,1034951.06,7237.42,0,1034951.06,0.0,OK
2025-08-10,SKU008,81.0,586231.02,7237.42,0,586231.02,0.0,OK
2025-08-11,SKU008,85.0,615180.7,7237.42,0,615180.7,0.0,OK
2025-08-12,SKU008,113.0,817828.46,7237.42,0,817828.46,0.0,OK
2025-08-13,SKU008,89.0,644130.38,7237.42,0,644130.38,0.0,OK
2025-08-14,SKU008,117.0,846778.14,7237.42,0,846778.14,0.0,OK
2025-08-15,SKU008,148.0,1071138.16,7237.42,0,1071138.16,0.0,OK
2025-08-16,SKU008,123.0,890202.66,7237.42,0,890202.66,0.0,OK
2025-08-17,SKU008,97.0,702029.74,7237.42,0,702029.74,0.0,OK
2025-08-18,SKU008,78.0,564518.76,7237.42,0,564518.76,0.0,OK
2025-08-19,SKU008,105.0,759929.1,7237.42,0,759929.1,0.0,OK
2025-08-20,SKU008,107.0,774403.94,7237.42,0,774403.9400000001,-1.1641532182693481e-10,OK
2025-08-21,SKU008,118.0,854015.56,7237.42,0,854015.56,0.0,OK
2025-08-22,SKU008,103.0,745454.26,7237.42,0,745454.26,0.0,OK
2025-08-23,SKU008,103.0,745454.26,7237.42,0,745454.26,0.0,OK
2025-08-24,SKU008,74.0,535569.08,7237.42,0,535569.08,0.0,OK
2025-08-25,SKU008,121.0,875727.82,7237.42,0,875727.8200000001,-1.1641532182693481e-10,OK
2025-08-26,SKU008,133.0,962576.86,7237.42,0,962576.86,0.0,OK
2025-08-27,SKU008,115.0,832303.3,7237.42,0,832303.3,0.0,OK
2025-08-28,SKU008,129.0,933627.18,7237.42,0,933627.18,0.0,OK
2025-08-29,SKU008,92.0,665842.64,7237.42,0,665842.64,0.0,OK
2025-08-30,SKU008,106.0,767166.52,7237.42,0,767166.52,0.0,OK
2025-08-31,SKU008,104.0,752691.68,7237.42,0,752691.68,0.0,OK
2025-09-01,SKU008,77.0,557281.34,7237.42,0,557281.34,0.0,OK
2025-09-02,SKU008,89.0,644130.38,7237.42,0,644130.38,0.0,OK
2025-09-03,SKU008,69.0,499381.98,7237.42,0,499381.98,0.0,OK
2025-09-04,SKU008,81.0,586231.02,7237.42,0,586231.02,0.0,OK
2025-09-05,SKU008,95.0,687554.9,7237.42,0,687554.9,0.0,OK
2025-09-06,SKU008,138.0,998763.96,7237.42,0,998763.96,0.0,OK
2025-09-07,SKU008,81.0,586231.02,7237.42,0,586231.02,0.0,OK
2025-09-08,SKU008,67.0,484907.14,7237.42,0,484907.14,0.0,OK
2025-09-09,SKU008,86.0,622418.12,7237.42,0,622418.12,0.0,OK
2025-09-10,SKU008,89.0,644130.38,7237.42,0,644130.38,0.0,OK
2025-09-11,SKU008,78.0,564518.76,7237.42,0,564518.76,0.0,OK
2025-09-12,SKU008,120.0,868490.4,7237.42,0,868490.4,0.0,OK
2025-09-13,SKU008,119.0,861252.98,7237.42,0,861252.98,0.0,OK
2025-09-14,SKU008,81.0,586231.02,7237.42,0,586231.02,0.0,OK
2025-09-15,SKU008,71.0,513856.82,7237.42,0,513856.82,0.0,OK
2025-09-16,SKU008,75.0,542806.5,7237.42,0,542806.5,0.0,OK
2025-09-17,SKU008,67.0,484907.14,7237.42,0,484907.14,0.0,OK
2025-09-18,SKU008,75.0,542806.5,7237.42,0,542806.5,0.0,OK
2025-09-19,SKU008,101.0,730979.42,7237.42,0,730979.42,0.0,OK
2025-09-20,SKU008,101.0,730979.42,7237.42,0,730979.42,0.0,OK
2025-09-21,SKU008,120.0,868490.4,7237.42,0,868490.4,0.0,OK
2025-09-22,SKU008,106.0,767166.52,7237.42,0,767166.52,0.0,OK
2025-09-23,SKU008,71.0,513856.82,7237.42,0,513856.82,0.0,OK
2025-09-24,SKU008,78.0,564518.76,7237.42,0,564518.76,0.0,OK
2025-09-25,SKU008,89.0,644130.38,7237.42,0,644130.38,0.0,OK
2025-09-26,SKU008,121.0,875727.82,7237.42,0,875727.8200000001,-1.1641532182693481e-10,OK
2025-09-27,SKU008,122.0,882965.24,7237.42,0,882965.24,0.0,OK
2025-09-28,SKU008,114.0,825065.88,7237.42,0,825065.88,0.0,OK
2025-09-29,SKU008,89.0,644130.38,7237.42,0,644130.38,0.0,OK
2025-09-30,SKU008,88.0,636892.96,7237.42,0,636892.96,0.0,OK
2025-10-01,SKU008,108.0,719110.05,7237.42,1,781641.36,-62531.30999999994,REVENUE_MISMATCH
2025-10-02,SKU008,156.0,1038714.52,7237.42,1,1129037.52,-90323.0,REVENUE_MISMATCH
2025-10-03,SKU008,121.0,805669.59,7237.42,1,875727.8200000001,-70058.2300000001,REVENUE_MISMATCH
2025-10-04,SKU008,136.0,905545.99,7237.42,1,984289.12,-78743.13,REVENUE_MISMATCH
2025-10-05,SKU008,146.0,972130.25,7237.42,1,1056663.32,-84533.07000000007,REVENUE_MISMATCH
2025-10-06,SKU008,110.0,732426.9,7237.42,1,796116.2,-63689.29999999993,REVENUE_MISMATCH
2025-10-07,SKU008,137.0,912204.42,7237.42,1,991526.54,-79322.12,REVENUE_MISMATCH
2025-10-08,SKU008,104.0,692476.35,7237.42,1,752691.68,-60215.330000000075,REVENUE_MISMATCH
2025-10-09,SKU008,159.0,1058689.8,7237.42,1,1150749.78,-92059.97999999998,REVENUE_MISMATCH
2025-10-10,SKU008,132.0,878912.28,7237.42,1,955339.4400000001,-76427.16000000003,REVENUE_MISMATCH
2025-10-11,SKU008,112.0,810591.04,7237.42,0,810591.04,0.0,OK
2025-10-12,SKU008,103.0,745454.26,7237.42,0,745454.26,0.0,OK
2025-10-13,SKU008,75.0,542806.5,7237.42,0,542806.5,0.0,OK
2025-10-14,SKU008,113.0,817828.46,7237.42,0,817828.46,0.0,OK
2025-10-15,SKU008,105.0,759929.1,7237.42,0,759929.1,0.0,OK
2025-10-16,SKU008,90.0,651367.8,7237.42,0,651367.8,0.0,OK
2025-10-17,SKU008,90.0,651367.8,7237.42,0,651367.8,0.0,OK
2025-10-18,SKU008,111.0,803353.62,7237.42,0,803353.62,0.0,OK
2025-10-19,SKU008,104.0,752691.68,7237.42,0,752691.68,0.0,OK
2025-10-20,SKU008,102.0,738216.84,7237.42,0,738216.84,0.0,OK
2025-10-21,SKU008,104.0,752691.68,7237.42,0,752691.68,0.0,OK
2025-10-22,SKU008,88.0,636892.96,7237.42,0,636892.96,0.0,OK
2025-10-23,SKU008,103.0,745454.26,7237.42,0,745454.26,0.0,OK
2025-10-24,SKU008,87.0,629655.54,7237.42,0,629655.54,0.0,OK
2025-10-25,SKU008,100.0,723742.0,7237.42,0,723742.0,0.0,OK
2025-10-26,SKU008,90.0,651367.8,7237.42,0,651367.8,0.0,OK
2025-10-27,SKU008,122.0,882965.24,7237.42,0,882965.24,0.0,OK
2025-10-28,SKU008,101.0,730979.42,7237.42,0,730979.42,0.0,OK
2025-10-29,SKU008,115.0,832303.3,7237.42,0,832303.3,0.0,OK
2025-10-30,SKU008,115.0,832303.3,7237.42,0,832303.3,0.0,OK
2025-10-31,SKU008,116.0,839540.72,7237.42,0,839540.72,0.0,OK
