date,sku_id,category,subcategory,units_sold,on_hand_units,on_order_units,lead_time_days,reorder_point,inventory_position,target_inventory,recommended_order_qty,inventory_risk,recommendation_priority,recommendation
2025-08-15,SKU013,Furniture,Chair,26.0,0.0,19,13.0,181,19.0,181,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-16,SKU013,Furniture,Chair,13.0,0.0,23,13.0,181,23.0,181,158,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-17,SKU013,Furniture,Chair,16.0,0.0,8,13.0,181,8.0,181,173,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-18,SKU013,Furniture,Chair,19.0,0.0,57,13.0,181,57.0,181,124,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-19,SKU013,Furniture,Chair,136.0,0.0,51,13.0,181,51.0,181,130,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-20,SKU013,Furniture,Chair,13.0,0.0,44,13.0,181,44.0,181,137,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-21,SKU013,Furniture,Chair,14.0,0.0,46,13.0,181,46.0,181,135,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-22,SKU013,Furniture,Chair,41.0,0.0,50,13.0,181,50.0,181,131,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-23,SKU013,Furniture,Chair,22.0,0.0,19,13.0,181,19.0,181,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-24,SKU013,Furniture,Chair,14.0,0.0,31,13.0,181,31.0,181,150,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-25,SKU013,Furniture,Chair,20.0,0.0,30,13.0,181,30.0,181,151,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-26,SKU013,Furniture,Chair,23.0,0.0,0,13.0,181,0.0,181,181,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-27,SKU013,Furniture,Chair,11.0,0.0,39,13.0,181,39.0,181,142,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-28,SKU013,Furniture,Chair,14.0,0.0,14,13.0,181,14.0,181,167,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-29,SKU013,Furniture,Chair,18.0,0.0,37,13.0,181,37.0,181,144,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-30,SKU013,Furniture,Chair,16.0,0.0,46,13.0,181,46.0,181,135,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-31,SKU013,Furniture,Chair,19.0,0.0,12,13.0,181,12.0,181,169,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-01,SKU013,Furniture,Chair,9.0,0.0,16,13.0,181,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-02,SKU013,Furniture,Chair,11.0,0.0,52,13.0,181,52.0,181,129,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-03,SKU013,Furniture,Chair,20.0,0.0,45,13.0,181,45.0,181,136,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-04,SKU013,Furniture,Chair,18.0,0.0,48,13.0,181,48.0,181,133,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-05,SKU013,Furniture,Chair,23.0,0.0,15,13.0,181,15.0,181,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-06,SKU013,Furniture,Chair,13.0,0.0,43,13.0,181,43.0,181,138,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-07,SKU013,Furniture,Chair,19.0,0.0,14,13.0,181,14.0,181,167,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-08,SKU013,Furniture,Chair,10.0,0.0,29,13.0,181,29.0,181,152,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-09,SKU013,Furniture,Chair,13.0,0.0,9,13.0,181,9.0,181,172,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-10,SKU013,Furniture,Chair,17.0,0.0,24,13.0,181,24.0,181,157,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-11,SKU013,Furniture,Chair,16.0,0.0,58,13.0,181,58.0,181,123,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-12,SKU013,Furniture,Chair,21.0,0.0,43,13.0,181,43.0,181,138,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-13,SKU013,Furniture,Chair,9.0,0.0,0,13.0,181,0.0,181,181,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-14,SKU013,Furniture,Chair,25.0,0.0,47,13.0,181,47.0,181,134,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-15,SKU013,Furniture,Chair,22.0,0.0,27,13.0,181,27.0,181,154,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-16,SKU013,Furniture,Chair,19.0,0.0,22,13.0,181,22.0,181,159,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-17,SKU013,Furniture,Chair,17.0,0.0,17,13.0,181,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-18,SKU013,Furniture,Chair,20.0,0.0,29,13.0,181,29.0,181,152,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-19,SKU013,Furniture,Chair,22.0,0.0,20,13.0,181,20.0,181,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-20,SKU013,Furniture,Chair,17.0,0.0,55,13.0,181,55.0,181,126,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-21,SKU013,Furniture,Chair,16.0,0.0,44,13.0,181,44.0,181,137,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-22,SKU013,Furniture,Chair,17.0,0.0,55,13.0,181,55.0,181,126,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-23,SKU013,Furniture,Chair,10.0,0.0,9,13.0,181,9.0,181,172,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-24,SKU013,Furniture,Chair,19.0,0.0,9,13.0,181,9.0,181,172,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-25,SKU013,Furniture,Chair,19.0,0.0,40,13.0,181,40.0,181,141,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-26,SKU013,Furniture,Chair,14.0,25.0,0,13.0,181,25.0,181,156,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-27,SKU013,Furniture,Chair,20.0,5.0,44,13.0,181,49.0,181,132,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-28,SKU013,Furniture,Chair,19.0,0.0,37,13.0,181,37.0,181,144,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-29,SKU013,Furniture,Chair,24.0,0.0,9,13.0,181,9.0,181,172,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-30,SKU013,Furniture,Chair,14.0,0.0,43,13.0,181,43.0,181,138,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-01,SKU013,Furniture,Chair,14.0,0.0,50,13.0,181,50.0,181,131,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-02,SKU013,Furniture,Chair,24.0,0.0,44,13.0,181,44.0,181,137,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-03,SKU013,Furniture,Chair,20.0,0.0,50,13.0,181,50.0,181,131,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-04,SKU013,Furniture,Chair,15.0,0.0,30,13.0,181,30.0,181,151,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-05,SKU013,Furniture,Chair,14.0,0.0,12,13.0,181,12.0,181,169,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-06,SKU013,Furniture,Chair,28.0,0.0,54,13.0,181,54.0,181,127,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-07,SKU013,Furniture,Chair,27.0,0.0,47,13.0,181,47.0,181,134,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-08,SKU013,Furniture,Chair,16.0,0.0,35,13.0,181,35.0,181,146,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-09,SKU013,Furniture,Chair,21.0,0.0,14,13.0,181,14.0,181,167,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-10,SKU013,Furniture,Chair,22.0,0.0,16,13.0,181,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-11,SKU013,Furniture,Chair,12.0,0.0,17,13.0,181,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-12,SKU013,Furniture,Chair,10.0,0.0,15,13.0,181,15.0,181,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-13,SKU013,Furniture,Chair,11.0,39.0,0,13.0,181,39.0,181,142,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-14,SKU013,Furniture,Chair,16.0,23.0,30,13.0,181,53.0,181,128,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-15,SKU013,Furniture,Chair,19.0,4.0,22,13.0,181,26.0,181,155,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-16,SKU013,Furniture,Chair,12.0,0.0,24,13.0,181,24.0,181,157,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-17,SKU013,Furniture,Chair,16.0,0.0,21,13.0,181,21.0,181,160,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-18,SKU013,Furniture,Chair,14.0,0.0,35,13.0,181,35.0,181,146,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-19,SKU013,Furniture,Chair,17.0,0.0,30,13.0,181,30.0,181,151,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-20,SKU013,Furniture,Chair,23.0,0.0,54,13.0,181,54.0,181,127,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-21,SKU013,Furniture,Chair,7.0,0.0,16,13.0,181,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-22,SKU013,Furniture,Chair,22.0,0.0,52,13.0,181,52.0,181,129,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-23,SKU013,Furniture,Chair,18.0,0.0,23,13.0,181,23.0,181,158,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-24,SKU013,Furniture,Chair,17.0,0.0,58,13.0,181,58.0,181,123,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-25,SKU013,Furniture,Chair,18.0,0.0,43,13.0,181,43.0,181,138,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-26,SKU013,Furniture,Chair,19.0,36.0,0,13.0,181,36.0,181,145,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-27,SKU013,Furniture,Chair,15.0,21.0,54,13.0,181,75.0,181,106,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-28,SKU013,Furniture,Chair,15.0,6.0,32,13.0,181,38.0,181,143,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-29,SKU013,Furniture,Chair,18.0,0.0,29,13.0,181,29.0,181,152,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-30,SKU013,Furniture,Chair,15.0,0.0,16,13.0,181,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-31,SKU013,Furniture,Chair,24.0,0.0,25,13.0,181,25.0,181,156,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-01,SKU013,Furniture,Chair,20.0,0.0,23,13.0,181,23.0,181,158,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-02,SKU013,Furniture,Chair,17.0,0.0,25,13.0,181,25.0,181,156,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-03,SKU013,Furniture,Chair,14.0,0.0,16,13.0,181,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-04,SKU013,Furniture,Chair,20.0,0.0,18,13.0,181,18.0,181,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-05,SKU013,Furniture,Chair,12.0,0.0,49,13.0,181,49.0,181,132,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-06,SKU013,Furniture,Chair,14.0,0.0,48,13.0,181,48.0,181,133,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-07,SKU013,Furniture,Chair,13.0,0.0,52,13.0,181,52.0,181,129,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-08,SKU013,Furniture,Chair,15.0,0.0,16,13.0,181,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-09,SKU013,Furniture,Chair,18.0,0.0,57,13.0,181,57.0,181,124,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-10,SKU013,Furniture,Chair,16.0,0.0,20,13.0,181,20.0,181,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-11,SKU013,Furniture,Chair,23.0,0.0,17,13.0,181,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-12,SKU013,Furniture,Chair,12.0,0.0,14,13.0,181,14.0,181,167,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-13,SKU013,Furniture,Chair,9.0,5.0,0,13.0,181,5.0,181,176,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-14,SKU013,Furniture,Chair,25.0,0.0,21,13.0,181,21.0,181,160,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-15,SKU013,Furniture,Chair,24.0,0.0,58,13.0,181,58.0,181,123,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-16,SKU013,Furniture,Chair,8.0,0.0,45,13.0,181,45.0,181,136,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-17,SKU013,Furniture,Chair,15.0,0.0,35,13.0,181,35.0,181,146,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-18,SKU013,Furniture,Chair,18.0,0.0,25,13.0,181,25.0,181,156,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-19,SKU013,Furniture,Chair,22.0,0.0,38,13.0,181,38.0,181,143,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-20,SKU013,Furniture,Chair,24.0,0.0,32,13.0,181,32.0,181,149,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-21,SKU013,Furniture,Chair,23.0,0.0,54,13.0,181,54.0,181,127,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-22,SKU013,Furniture,Chair,39.0,0.0,21,13.0,181,21.0,181,160,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-23,SKU013,Furniture,Chair,19.0,0.0,17,13.0,181,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-24,SKU013,Furniture,Chair,13.0,0.0,21,13.0,181,21.0,181,160,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-25,SKU013,Furniture,Chair,23.0,0.0,46,13.0,181,46.0,181,135,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-26,SKU013,Furniture,Chair,17.0,19.0,0,13.0,181,19.0,181,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-27,SKU013,Furniture,Chair,17.0,2.0,45,13.0,181,47.0,181,134,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-28,SKU013,Furniture,Chair,19.0,0.0,33,13.0,181,33.0,181,148,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-29,SKU013,Furniture,Chair,25.0,0.0,28,13.0,181,28.0,181,153,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-30,SKU013,Furniture,Chair,25.0,0.0,20,13.0,181,20.0,181,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-01,SKU013,Furniture,Chair,22.0,0.0,49,13.0,181,49.0,181,132,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-02,SKU013,Furniture,Chair,18.0,0.0,25,13.0,181,25.0,181,156,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-03,SKU013,Furniture,Chair,15.0,0.0,9,13.0,181,9.0,181,172,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-04,SKU013,Furniture,Chair,21.0,0.0,23,13.0,181,23.0,181,158,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-05,SKU013,Furniture,Chair,13.0,0.0,15,13.0,181,15.0,181,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-06,SKU013,Furniture,Chair,22.0,0.0,36,13.0,181,36.0,181,145,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-07,SKU013,Furniture,Chair,33.0,0.0,33,13.0,181,33.0,181,148,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-08,SKU013,Furniture,Chair,8.0,0.0,32,13.0,181,32.0,181,149,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-09,SKU013,Furniture,Chair,16.0,0.0,20,13.0,181,20.0,181,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-10,SKU013,Furniture,Chair,16.0,0.0,12,13.0,181,12.0,181,169,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-11,SKU013,Furniture,Chair,15.0,0.0,13,13.0,181,13.0,181,168,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-12,SKU013,Furniture,Chair,25.0,0.0,26,13.0,181,26.0,181,155,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-13,SKU013,Furniture,Chair,21.0,19.0,0,13.0,181,19.0,181,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-14,SKU013,Furniture,Chair,14.0,5.0,8,13.0,181,13.0,181,168,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-15,SKU013,Furniture,Chair,16.0,0.0,7,13.0,181,7.0,181,174,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-16,SKU013,Furniture,Chair,25.0,0.0,14,13.0,181,14.0,181,167,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-17,SKU013,Furniture,Chair,20.0,0.0,33,13.0,181,33.0,181,148,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-18,SKU013,Furniture,Chair,27.0,0.0,24,13.0,181,24.0,181,157,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-19,SKU013,Furniture,Chair,26.0,0.0,30,13.0,181,30.0,181,151,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-20,SKU013,Furniture,Chair,26.0,0.0,23,13.0,181,23.0,181,158,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-21,SKU013,Furniture,Chair,20.0,0.0,43,13.0,181,43.0,181,138,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-22,SKU013,Furniture,Chair,19.0,0.0,23,13.0,181,23.0,181,158,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-23,SKU013,Furniture,Chair,16.0,0.0,18,13.0,181,18.0,181,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-24,SKU013,Furniture,Chair,36.0,0.0,47,13.0,181,47.0,181,134,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-25,SKU013,Furniture,Chair,28.0,0.0,57,13.0,181,57.0,181,124,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-26,SKU013,Furniture,Chair,37.0,0.0,0,13.0,181,0.0,181,181,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-27,SKU013,Furniture,Chair,15.0,0.0,10,13.0,181,10.0,181,171,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-28,SKU013,Furniture,Chair,18.0,0.0,49,13.0,181,49.0,181,132,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-29,SKU013,Furniture,Chair,25.0,0.0,29,13.0,181,29.0,181,152,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-30,SKU013,Furniture,Chair,27.0,0.0,43,13.0,181,43.0,181,138,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-31,SKU013,Furniture,Chair,19.0,0.0,37,13.0,181,37.0,181,144,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-01,SKU013,Furniture,Chair,14.0,0.0,33,13.0,181,33.0,181,148,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-02,SKU013,Furniture,Chair,16.0,0.0,26,13.0,181,26.0,181,155,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-03,SKU013,Furniture,Chair,20.0,0.0,18,13.0,181,18.0,181,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-04,SKU013,Furniture,Chair,20.0,0.0,27,13.0,181,27.0,181,154,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-05,SKU013,Furniture,Chair,23.0,0.0,15,13.0,181,15.0,181,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-06,SKU013,Furniture,Chair,20.0,0.0,42,13.0,181,42.0,181,139,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-07,SKU013,Furniture,Chair,31.0,0.0,12,13.0,181,12.0,181,169,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-08,SKU013,Furniture,Chair,13.0,0.0,44,13.0,181,44.0,181,137,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-09,SKU013,Furniture,Chair,19.0,0.0,49,13.0,181,49.0,181,132,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-10,SKU013,Furniture,Chair,19.0,0.0,39,13.0,181,39.0,181,142,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-11,SKU013,Furniture,Chair,15.0,0.0,50,13.0,181,50.0,181,131,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-12,SKU013,Furniture,Chair,18.0,0.0,25,13.0,181,25.0,181,156,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-13,SKU013,Furniture,Chair,21.0,12.0,0,13.0,181,12.0,181,169,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-14,SKU013,Furniture,Chair,18.0,0.0,33,13.0,181,33.0,181,148,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-15,SKU013,Furniture,Chair,19.0,0.0,40,13.0,181,40.0,181,141,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-16,SKU013,Furniture,Chair,15.0,0.0,32,13.0,181,32.0,181,149,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-17,SKU013,Furniture,Chair,24.0,0.0,10,13.0,181,10.0,181,171,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-18,SKU013,Furniture,Chair,20.0,0.0,34,13.0,181,34.0,181,147,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-19,SKU013,Furniture,Chair,22.0,0.0,8,13.0,181,8.0,181,173,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-20,SKU013,Furniture,Chair,18.0,0.0,30,13.0,181,30.0,181,151,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-21,SKU013,Furniture,Chair,22.0,0.0,9,13.0,181,9.0,181,172,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-22,SKU013,Furniture,Chair,18.0,0.0,32,13.0,181,32.0,181,149,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-23,SKU013,Furniture,Chair,17.0,0.0,26,13.0,181,26.0,181,155,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-24,SKU013,Furniture,Chair,13.0,0.0,34,13.0,181,34.0,181,147,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-25,SKU013,Furniture,Chair,18.0,0.0,35,13.0,181,35.0,181,146,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-26,SKU013,Furniture,Chair,15.0,33.0,0,13.0,181,33.0,181,148,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-27,SKU013,Furniture,Chair,16.0,17.0,56,13.0,181,73.0,181,108,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-28,SKU013,Furniture,Chair,17.0,0.0,20,13.0,181,20.0,181,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-29,SKU013,Furniture,Chair,26.0,0.0,55,13.0,181,55.0,181,126,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-30,SKU013,Furniture,Chair,35.0,0.0,27,13.0,181,27.0,181,154,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-31,SKU013,Furniture,Chair,20.0,0.0,16,13.0,181,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-01,SKU013,Furniture,Chair,13.0,0.0,38,13.0,181,38.0,181,143,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-02,SKU013,Furniture,Chair,20.0,0.0,27,13.0,181,27.0,181,154,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-03,SKU013,Furniture,Chair,13.0,0.0,24,13.0,181,24.0,181,157,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-04,SKU013,Furniture,Chair,15.0,0.0,40,13.0,181,40.0,181,141,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-05,SKU013,Furniture,Chair,16.0,0.0,43,13.0,181,43.0,181,138,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-06,SKU013,Furniture,Chair,20.0,0.0,30,13.0,181,30.0,181,151,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-07,SKU013,Furniture,Chair,15.0,0.0,21,13.0,181,21.0,181,160,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-08,SKU013,Furniture,Chair,20.0,0.0,48,13.0,181,48.0,181,133,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-09,SKU013,Furniture,Chair,15.0,0.0,41,13.0,181,41.0,181,140,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-10,SKU013,Furniture,Chair,13.0,0.0,40,13.0,181,40.0,181,141,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-11,SKU013,Furniture,Chair,25.0,0.0,55,13.0,181,55.0,181,126,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-12,SKU013,Furniture,Chair,17.0,0.0,59,13.0,181,59.0,181,122,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-13,SKU013,Furniture,Chair,20.0,0.0,0,13.0,181,0.0,181,181,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-14,SKU013,Furniture,Chair,27.0,0.0,20,13.0,181,20.0,181,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-15,SKU013,Furniture,Chair,16.0,0.0,49,13.0,181,49.0,181,132,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-16,SKU013,Furniture,Chair,13.0,0.0,12,13.0,181,12.0,181,169,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-17,SKU013,Furniture,Chair,15.0,0.0,8,13.0,181,8.0,181,173,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-18,SKU013,Furniture,Chair,17.0,0.0,24,13.0,181,24.0,181,157,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
