date,sku_id,units_sold,revenue,price,promo_flag
2025-07-21,SKU009,17.0,72626.21,4272.13,0
2025-07-22,SKU009,25.0,106803.25,4272.13,0
2025-07-23,SKU009,22.0,93986.86,4272.13,0
2025-07-24,SKU009,26.0,111075.38,4272.13,0
2025-07-25,SKU009,11.0,46993.43,4272.13,0
2025-07-26,SKU009,15.0,64081.95,4272.13,0
2025-07-27,SKU009,16.0,68354.08,4272.13,0
2025-07-28,SKU009,18.0,76898.34,4272.13,0
2025-07-29,SKU009,11.0,46993.43,4272.13,0
2025-07-30,SKU009,11.0,46993.43,4272.13,0
2025-07-31,SKU009,19.0,81170.47,4272.13,0
2025-08-01,SKU009,11.0,46993.43,4272.13,0
2025-08-02,SKU009,17.0,72626.21,4272.13,0
2025-08-03,SKU009,21.0,89714.73,4272.13,0
2025-08-04,SKU009,22.0,93986.86,4272.13,0
2025-08-05,SKU009,11.0,46993.43,4272.13,0
2025-08-06,SKU009,20.0,85442.6,4272.13,0
2025-08-07,SKU009,18.0,76898.34,4272.13,0
2025-08-08,SKU009,17.0,72626.21,4272.13,0
2025-08-09,SKU009,33.0,140980.29,4272.13,0
2025-08-10,SKU009,11.0,46993.43,4272.13,0
2025-08-11,SKU009,10.0,42721.3,4272.13,0
2025-08-12,SKU009,13.0,55537.69,4272.13,0
2025-08-13,SKU009,23.0,98258.99,4272.13,0
2025-08-14,SKU009,14.0,59809.82,4272.13,0
2025-08-15,SKU009,12.0,51265.56,4272.13,0
2025-08-16,SKU009,21.0,89714.73,4272.13,0
2025-08-17,SKU009,19.0,81170.47,4272.13,0
2025-08-18,SKU009,14.0,59809.82,4272.13,0
2025-08-19,SKU009,15.0,64081.95,4272.13,0
2025-08-20,SKU009,26.0,111075.38,4272.13,0
2025-08-21,SKU009,17.0,72626.21,4272.13,0
2025-08-22,SKU009,23.0,98258.99,4272.13,0
2025-08-23,SKU009,16.0,68354.08,4272.13,0
2025-08-24,SKU009,20.0,85442.6,4272.13,0
2025-08-25,SKU009,20.0,85442.6,4272.13,0
2025-08-26,SKU009,21.0,89714.73,4272.13,0
2025-08-27,SKU009,20.0,85442.6,4272.13,0
2025-08-28,SKU009,16.0,68354.08,4272.13,0
2025-08-29,SKU009,22.0,93986.86,4272.13,0
2025-08-30,SKU009,28.0,119619.64,4272.13,0
2025-08-31,SKU009,16.0,68354.08,4272.13,0
2025-09-01,SKU009,14.0,59809.82,4272.13,0
2025-09-02,SKU009,17.0,72626.21,4272.13,0
2025-09-03,SKU009,14.0,59809.82,4272.13,0
2025-09-04,SKU009,15.0,64081.95,4272.13,0
2025-09-05,SKU009,17.0,72626.21,4272.13,0
2025-09-06,SKU009,17.0,72626.21,4272.13,0
2025-09-07,SKU009,11.0,46993.43,4272.13,0
2025-09-08,SKU009,15.0,64081.95,4272.13,0
2025-09-09,SKU009,19.0,81170.47,4272.13,0
2025-09-10,SKU009,9.0,38449.17,4272.13,0
2025-09-11,SKU009,15.0,64081.95,4272.13,0
2025-09-12,SKU009,,76898.34,4272.13,0
2025-09-13,SKU009,22.0,93986.86,4272.13,0
2025-09-14,SKU009,19.0,81170.47,4272.13,0
2025-09-15,SKU009,12.0,51265.56,4272.13,0
2025-09-16,SKU009,20.0,85442.6,4272.13,0
2025-09-17,SKU009,16.0,68354.08,4272.13,0
2025-09-18,SKU009,13.0,55537.69,4272.13,0
2025-09-19,SKU009,16.0,68354.08,4272.13,0
2025-09-20,SKU009,11.0,46993.43,4272.13,0
2025-09-21,SKU009,21.0,89714.73,4272.13,0
2025-09-22,SKU009,14.0,59809.82,4272.13,0
2025-09-23,SKU009,24.0,102531.12,4272.13,0
2025-09-24,SKU009,10.0,42721.3,4272.13,0
2025-09-25,SKU009,18.0,76898.34,4272.13,0
2025-09-26,SKU009,17.0,72626.21,4272.13,0
2025-09-27,SKU009,22.0,93986.86,4272.13,0
2025-09-28,SKU009,17.0,72626.21,4272.13,0
2025-09-29,SKU009,16.0,68354.08,4272.13,0
2025-09-30,SKU009,18.0,76898.34,4272.13,0
2025-10-01,SKU009,22.0,86467.91,4272.13,1
2025-10-02,SKU009,29.0,113980.43,4272.13,1
2025-10-03,SKU009,35.0,137562.59,4272.13,1
2025-10-04,SKU009,23.0,90398.27,4272.13,1
2025-10-05,SKU009,23.0,90398.27,4272.13,1
2025-10-06,SKU009,22.0,86467.91,4272.13,1
2025-10-07,SKU009,27.0,106119.71,4272.13,1
2025-10-08,SKU009,15.0,58955.39,4272.13,1
2025-10-09,SKU009,22.0,86467.91,4272.13,1
2025-10-10,SKU009,36.0,141492.95,4272.13,1
2025-10-11,SKU009,16.0,68354.08,4272.13,0
2025-10-12,SKU009,20.0,85442.6,4272.13,0
2025-10-13,SKU009,17.0,72626.21,4272.13,0
2025-10-14,SKU009,13.0,55537.69,4272.13,0
2025-10-15,SKU009,16.0,68354.08,4272.13,0
2025-10-16,SKU009,16.0,68354.08,4272.13,0
2025-10-17,SKU009,15.0,64081.95,4272.13,0
2025-10-18,SKU009,28.0,119619.64,4272.13,0
2025-10-19,SKU009,8.0,34177.04,4272.13,0
2025-10-20,SKU009,13.0,55537.69,4272.13,0
2025-10-21,SKU009,24.0,102531.12,4272.13,0
2025-10-22,SKU009,20.0,85442.6,4272.13,0
2025-10-23,SKU009,17.0,72626.21,4272.13,0
2025-10-24,SKU009,14.0,59809.82,4272.13,0
2025-10-25,SKU009,16.0,68354.08,4272.13,0
2025-10-26,SKU009,13.0,55537.69,4272.13,0
2025-10-27,SKU009,13.0,55537.69,4272.13,0
2025-10-28,SKU009,17.0,72626.21,4272.13,0
2025-10-29,SKU009,10.0,42721.3,4272.13,0
2025-10-30,SKU009,13.0,55537.69,4272.13,0
2025-10-31,SKU009,19.0,81170.47,4272.13,0
2025-11-01,SKU009,25.0,106803.25,4272.13,0
2025-11-02,SKU009,26.0,111075.38,4272.13,0
2025-11-03,SKU009,12.0,51265.56,4272.13,0
2025-11-04,SKU009,15.0,64081.95,4272.13,0
2025-11-05,SKU009,10.0,42721.3,4272.13,0
2025-11-06,SKU009,10.0,42721.3,4272.13,0
2025-11-07,SKU009,21.0,89714.73,4272.13,0
2025-11-08,SKU009,23.0,98258.99,4272.13,0
2025-11-09,SKU009,8.0,34177.04,4272.13,0
2025-11-10,SKU009,10.0,42721.3,4272.13,0
2025-11-11,SKU009,15.0,64081.95,4272.13,0
2025-11-12,SKU009,15.0,64081.95,4272.13,0
2025-11-13,SKU009,13.0,55537.69,4272.13,0
2025-11-14,SKU009,14.0,59809.82,4272.13,0
2025-11-15,SKU009,23.0,98258.99,4272.13,0
2025-11-16,SKU009,14.0,59809.82,4272.13,0
2025-11-17,SKU009,15.0,64081.95,4272.13,0
2025-11-18,SKU009,12.0,51265.56,4272.13,0
2025-11-19,SKU009,25.0,106803.25,4272.13,0
2025-11-20,SKU009,18.0,70746.47,4272.13,1
2025-11-21,SKU009,23.0,90398.27,4272.13,1
2025-11-22,SKU009,23.0,90398.27,4272.13,1
2025-11-23,SKU009,24.0,94328.63,4272.13,1
2025-11-24,SKU009,20.0,78607.19,4272.13,1
2025-11-25,SKU009,24.0,94328.63,4272.13,1
2025-11-26,SKU009,29.0,113980.43,4272.13,1
2025-11-27,SKU009,18.0,70746.47,4272.13,1
2025-11-28,SKU009,24.0,94328.63,4272.13,1
2025-11-29,SKU009,29.0,113980.43,4272.13,1
2025-11-30,SKU009,32.0,125771.51,4272.13,1
2025-12-01,SKU009,8.0,34177.04,4272.13,0
2025-12-02,SKU009,19.0,81170.47,4272.13,0
2025-12-03,SKU009,11.0,46993.43,4272.13,0
2025-12-04,SKU009,18.0,76898.34,4272.13,0
2025-12-05,SKU009,30.0,128163.9,4272.13,0
2025-12-06,SKU009,24.0,102531.12,4272.13,0
2025-12-07,SKU009,16.0,68354.08,4272.13,0
2025-12-08,SKU009,15.0,64081.95,4272.13,0
2025-12-09,SKU009,22.0,93986.86,4272.13,0
2025-12-10,SKU009,23.0,98258.99,4272.13,0
2025-12-11,SKU009,25.0,106803.25,4272.13,0
2025-12-12,SKU009,13.0,55537.69,4272.13,0
2025-12-13,SKU009,34.0,145252.42,4272.13,0
2025-12-14,SKU009,18.0,76898.34,4272.13,0
2025-12-15,SKU009,23.0,90398.27,4272.13,1
2025-12-16,SKU009,40.0,157214.38,4272.13,1
2025-12-17,SKU009,22.0,86467.91,4272.13,1
2025-12-18,SKU009,23.0,90398.27,4272.13,1
2025-12-19,SKU009,46.0,180796.54,4272.13,1
2025-12-20,SKU009,33.0,129701.87,4272.13,1
2025-12-21,SKU009,,74676.83,4272.13,1
2025-12-22,SKU009,23.0,90398.27,4272.13,1
2025-12-23,SKU009,28.0,110050.07,4272.13,1
2025-12-24,SKU009,19.0,74676.83,4272.13,1
2025-12-25,SKU009,19.0,74676.83,4272.13,1
2025-12-26,SKU009,34.0,133632.23,4272.13,1
2025-12-27,SKU009,23.0,90398.27,4272.13,1
2025-12-28,SKU009,27.0,106119.71,4272.13,1
2025-12-29,SKU009,35.0,137562.59,4272.13,1
2025-12-30,SKU009,33.0,129701.87,4272.13,1
2025-12-31,SKU009,18.0,70746.47,4272.13,1
2026-01-01,SKU009,13.0,55537.69,4272.13,0
2026-01-02,SKU009,17.0,72626.21,4272.13,0
2026-01-03,SKU009,11.0,46993.43,4272.13,0
2026-01-04,SKU009,12.0,51265.56,4272.13,0
2026-01-05,SKU009,18.0,76898.34,4272.13,0
2026-01-06,SKU009,18.0,76898.34,4272.13,0
2026-01-07,SKU009,18.0,76898.34,4272.13,0
2026-01-08,SKU009,24.0,102531.12,4272.13,0
2026-01-09,SKU009,16.0,68354.08,4272.13,0
2026-01-10,SKU009,27.0,115347.51,4272.13,0
2026-01-11,SKU009,21.0,89714.73,4272.13,0
2026-01-12,SKU009,10.0,42721.3,4272.13,0
2026-01-13,SKU009,20.0,85442.6,4272.13,0
2026-01-14,SKU009,21.0,89714.73,4272.13,0
2026-01-15,SKU009,16.0,68354.08,4272.13,0
2026-01-16,SKU009,31.0,132436.03,4272.13,0
2026-01-17,SKU009,26.0,111075.38,4272.13,0
2026-01-18,SKU009,16.0,68354.08,4272.13,0
2026-01-19,SKU009,17.0,72626.21,4272.13,0
2026-01-20,SKU009,14.0,59809.82,4272.13,0
2026-01-21,SKU009,15.0,64081.95,4272.13,0
2026-01-22,SKU009,20.0,85442.6,4272.13,0
2026-01-23,SKU009,23.0,98258.99,4272.13,0
2026-01-24,SKU009,24.0,102531.12,4272.13,0
2026-01-25,SKU009,20.0,85442.6,4272.13,0
2026-01-26,SKU009,19.0,81170.47,4272.13,0
2026-01-27,SKU009,22.0,93986.86,4272.13,0
2026-01-28,SKU009,18.0,76898.34,4272.13,0
2026-01-29,SKU009,19.0,81170.47,4272.13,0
2026-01-30,SKU009,17.0,72626.21,4272.13,0
2026-01-31,SKU009,26.0,111075.38,4272.13,0
2026-02-01,SKU009,20.0,85442.6,4272.13,0
2026-02-02,SKU009,14.0,59809.82,4272.13,0
2026-02-03,SKU009,24.0,102531.12,4272.13,0
2026-02-04,SKU009,16.0,68354.08,4272.13,0
2026-02-05,SKU009,21.0,89714.73,4272.13,0
2026-02-06,SKU009,11.0,46993.43,4272.13,0
2026-02-07,SKU009,15.0,64081.95,4272.13,0
2026-02-08,SKU009,19.0,81170.47,4272.13,0
2026-02-09,SKU009,21.0,89714.73,4272.13,0
2026-02-10,SKU009,23.0,98258.99,4272.13,0
2026-02-11,SKU009,22.0,93986.86,4272.13,0
2026-02-12,SKU009,10.0,42721.3,4272.13,0
2026-02-13,SKU009,26.0,111075.38,4272.13,0
2026-02-14,SKU009,23.0,98258.99,4272.13,0
2026-02-15,SKU009,17.0,72626.21,4272.13,0
2026-02-16,SKU009,21.0,89714.73,4272.13,0
2026-02-17,SKU009,18.0,76898.34,4272.13,0
2026-02-18,SKU009,12.0,51265.56,4272.13,0
2026-02-19,SKU009,21.0,89714.73,4272.13,0
2026-02-20,SKU009,26.0,111075.38,4272.13,0
2026-02-21,SKU009,15.0,64081.95,4272.13,0
2026-02-22,SKU009,17.0,72626.21,4272.13,0
2026-02-23,SKU009,12.0,51265.56,4272.13,0
2026-02-24,SKU009,20.0,85442.6,4272.13,0
2026-02-25,SKU009,24.0,102531.12,4272.13,0
2026-02-26,SKU009,13.0,55537.69,4272.13,0
2026-02-27,SKU009,25.0,106803.25,4272.13,0
2026-02-28,SKU009,23.0,98258.99,4272.13,0
2026-03-01,SKU009,28.0,119619.64,4272.13,0
2026-03-02,SKU009,17.0,72626.21,4272.13,0
2026-03-03,SKU009,21.0,89714.73,4272.13,0
2026-03-04,SKU009,18.0,76898.34,4272.13,0
2026-03-05,SKU009,16.0,68354.08,4272.13,0
2026-03-06,SKU009,27.0,115347.51,4272.13,0
2026-03-07,SKU009,17.0,72626.21,4272.13,0
2026-03-08,SKU009,18.0,76898.34,4272.13,0
2026-03-09,SKU009,17.0,72626.21,4272.13,0
2026-03-10,SKU009,10.0,42721.3,,0
2026-03-11,SKU009,12.0,51265.56,4272.13,0
2026-03-12,SKU009,12.0,51265.56,4272.13,0
2026-03-13,SKU009,21.0,89714.73,4272.13,0
2026-03-14,SKU009,21.0,89714.73,4272.13,0
2026-03-15,SKU009,19.0,74676.83,4272.13,1
2026-03-16,SKU009,23.0,90398.27,4272.13,1
2026-03-17,SKU009,16.0,62885.75,4272.13,1
2026-03-18,SKU009,35.0,137562.59,4272.13,1
2026-03-19,SKU009,22.0,86467.91,4272.13,1
2026-03-20,SKU009,29.0,113980.43,4272.13,1
2026-03-21,SKU009,21.0,82537.55,4272.13,1
2026-03-22,SKU009,25.0,98258.99,4272.13,1
2026-03-23,SKU009,14.0,55025.03,4272.13,1
2026-03-24,SKU009,29.0,113980.43,4272.13,1
2026-03-25,SKU009,36.0,141492.95,4272.13,1
2026-03-26,SKU009,16.0,68354.08,4272.13,0
2026-03-27,SKU009,33.0,140980.29,4272.13,0
2026-03-28,SKU009,18.0,76898.34,4272.13,0
2026-03-29,SKU009,16.0,68354.08,4272.13,0
2026-03-30,SKU009,13.0,55537.69,4272.13,0
2026-03-31,SKU009,26.0,111075.38,4272.13,0
2026-04-01,SKU009,18.0,76898.34,4272.13,0
2026-04-02,SKU009,19.0,81170.47,4272.13,0
2026-04-03,SKU009,12.0,51265.56,4272.13,0
2026-04-04,SKU009,15.0,64081.95,4272.13,0
2026-04-05,SKU009,14.0,59809.82,4272.13,0
2026-04-06,SKU009,14.0,59809.82,4272.13,0
2026-04-07,SKU009,17.0,72626.21,4272.13,0
2026-04-08,sku009,13.0,55537.69,4272.13,0
2026-04-09,SKU009,12.0,51265.56,4272.13,0
2026-04-10,SKU009,20.0,85442.6,4272.13,0
2026-04-11,SKU009,13.0,55537.69,4272.13,0
2026-04-12,SKU009,19.0,81170.47,4272.13,0
2026-04-13,SKU009,21.0,89714.73,4272.13,0
2026-04-14,SKU009,16.0,68354.08,4272.13,0
2026-04-15,SKU009,25.0,106803.25,4272.13,0
2026-04-16,SKU009,20.0,85442.6,4272.13,0
2026-04-17,SKU009,13.0,55537.69,4272.13,0
2026-04-18,SKU009,19.0,81170.47,4272.13,0
2026-04-19,SKU009,17.0,72626.21,4272.13,0
2026-04-20,SKU009,21.0,89714.73,4272.13,0
2026-04-21,SKU009,13.0,55537.69,4272.13,0
2026-04-22,SKU009,17.0,72626.21,4272.13,0
2026-04-23,SKU009,16.0,68354.08,4272.13,0
2026-04-24,SKU009,14.0,59809.82,4272.13,0
2026-04-25,SKU009,19.0,81170.47,4272.13,0
2026-04-26,SKU009,12.0,51265.56,4272.13,0
2026-04-27,SKU009,16.0,68354.08,4272.13,0
2026-04-28,SKU009,23.0,98258.99,4272.13,0
2026-04-29,SKU009,17.0,72626.21,4272.13,0
2026-04-30,SKU009,20.0,85442.6,4272.13,0
2026-05-01,SKU009,14.0,59809.82,4272.13,0
2026-05-02,SKU009,25.0,106803.25,4272.13,0
2026-05-03,SKU009,22.0,93986.86,4272.13,0
2026-05-04,SKU009,19.0,81170.47,4272.13,0
2026-05-05,SKU009,16.0,68354.08,4272.13,0
2026-05-06,SKU009,14.0,59809.82,4272.13,0
2026-05-07,SKU009,16.0,68354.08,4272.13,0
2026-05-08,SKU009,16.0,68354.08,4272.13,0
2026-05-09,SKU009,28.0,119619.64,4272.13,0
2026-05-10,SKU009,22.0,93986.86,4272.13,0
2026-05-11,SKU009,24.0,102531.12,4272.13,0
2026-05-12,SKU009,16.0,68354.08,4272.13,0
2026-05-13,SKU009,24.0,102531.12,4272.13,0
2026-05-14,SKU009,16.0,68354.08,4272.13,0
2026-05-15,SKU009,14.0,59809.82,4272.13,0
2026-05-16,SKU009,19.0,81170.47,4272.13,0
2026-05-17,SKU009,12.0,51265.56,4272.13,0
2026-05-18,SKU009,17.0,72626.21,4272.13,0
2026-05-19,SKU009,22.0,93986.86,4272.13,0
2026-05-20,SKU009,25.0,106803.25,4272.13,0
2026-05-21,SKU009,19.0,81170.47,4272.13,0
2026-05-22,SKU009,13.0,55537.69,4272.13,0
2026-05-23,SKU009,19.0,81170.47,4272.13,0
2026-05-24,SKU009,18.0,76898.34,4272.13,0
2026-05-25,SKU009,16.0,68354.08,4272.13,0
2026-05-26,SKU009,20.0,85442.6,4272.13,0
2026-05-27,SKU009,17.0,72626.21,4272.13,0
2026-05-28,SKU009,12.0,51265.56,4272.13,0
2026-05-29,SKU009,16.0,68354.08,4272.13,0
2026-05-30,SKU009,21.0,89714.73,4272.13,0
2026-05-31,SKU009,14.0,59809.82,4272.13,0
2026-06-01,SKU009,13.0,55537.69,4272.13,0
2026-06-02,SKU009,20.0,85442.6,4272.13,0
2026-06-03,SKU009,21.0,89714.73,4272.13,0
2026-06-04,SKU009,20.0,85442.6,4272.13,0
2026-06-05,SKU009,29.0,123891.77,4272.13,0
2026-06-06,SKU009,28.0,119619.64,4272.13,0
2026-06-07,SKU009,18.0,76898.34,4272.13,0
2026-06-08,SKU009,26.0,111075.38,4272.13,0
2026-06-09,SKU009,13.0,55537.69,4272.13,0
2026-06-10,SKU009,18.0,70746.47,4272.13,1
2026-06-11,SKU009,34.0,133632.23,4272.13,1
2026-06-12,SKU009,26.0,102189.35,4272.13,1
2026-06-13,SKU009,25.0,98258.99,4272.13,1
2026-06-14,SKU009,36.0,141492.95,4272.13,1
2026-06-15,SKU009,25.0,98258.99,4272.13,1
2026-06-16,SKU009,27.0,106119.71,4272.13,1
2026-06-17,SKU009,28.0,110050.07,4272.13,1
2026-06-18,SKU009,24.0,94328.63,4272.13,1
2026-06-19,SKU009,28.0,110050.07,4272.13,1
2026-06-20,SKU009,30.0,117910.79,4272.13,1
2026-06-21,SKU009,22.0,93986.86,4272.13,0
2026-06-22,SKU009,19.0,81170.47,4272.13,0
2026-06-23,SKU009,23.0,98258.99,4272.13,0
2026-06-24,SKU009,19.0,81170.47,4272.13,0
2026-06-25,SKU009,32.0,136708.16,4272.13,0
2026-06-26,SKU009,22.0,93986.86,4272.13,0
2026-06-27,SKU009,20.0,85442.6,4272.13,0
2026-06-28,SKU009,18.0,76898.34,4272.13,0
2026-06-29,SKU009,17.0,72626.21,4272.13,0
2026-06-30,SKU009,25.0,106803.25,4272.13,0
2025-01-14,SKU010,65.0,509814.73,8525.33,1
2025-01-15,SKU010,69.0,541187.95,8525.33,1
2025-01-16,SKU010,38.0,323962.54,8525.33,0
2025-01-17,SKU010,60.0,511519.8,8525.33,0
2025-01-18,SKU010,43.0,366589.19,8525.33,0
2025-01-19,SKU010,44.0,375114.52,8525.33,0
2025-01-20,SKU010,44.0,375114.52,8525.33,0
2025-01-21,SKU010,46.0,392165.18,8525.33,0
2025-01-22,SKU010,53.0,451842.49,8525.33,0
2025-01-23,SKU010,33.0,281335.89,8525.33,0
2025-01-24,SKU010,42.0,358063.86,8525.33,0
2025-01-25,SKU010,45.0,383639.85,8525.33,0
2025-01-26,SKU010,63.0,537095.79,8525.33,0
2025-01-27,SKU010,51.0,434791.83,8525.33,0
2025-01-28,SKU010,50.0,426266.5,8525.33,0
2025-01-29,SKU010,50.0,426266.5,8525.33,0
2025-01-30,SKU010,53.0,451842.49,8525.33,0
2025-01-31,SKU010,49.0,417741.17,8525.33,0
2025-02-01,SKU010,55.0,468893.15,8525.33,0
2025-02-02,SKU010,32.0,272810.56,8525.33,0
2025-02-03,SKU010,38.0,323962.54,8525.33,0
2025-02-04,SKU010,46.0,392165.18,8525.33,0
2025-02-05,SKU010,50.0,426266.5,8525.33,0
2025-02-06,SKU010,35.0,298386.55,8525.33,0
2025-02-07,SKU010,57.0,485943.81,8525.33,0
2025-02-08,SKU010,71.0,605298.43,8525.33,0
2025-02-09,SKU010,56.0,477418.48,8525.33,0
2025-02-10,SKU010,38.0,323962.54,8525.33,0
2025-02-11,SKU010,68.0,579722.44,8525.33,0
2025-02-12,SKU010,50.0,426266.5,8525.33,0
2025-02-13,SKU010,43.0,366589.19,8525.33,0
2025-02-14,SKU010,46.0,392165.18,8525.33,0
2025-02-15,SKU010,68.0,579722.44,8525.33,0
2025-02-16,SKU010,49.0,417741.17,8525.33,0
2025-02-17,SKU010,39.0,332487.87,8525.33,0
2025-02-18,SKU010,32.0,272810.56,8525.33,0
2025-02-19,SKU010,54.0,460367.82,8525.33,0
2025-02-20,SKU010,40.0,341013.2,8525.33,0
2025-02-21,SKU010,59.0,502994.47,8525.33,0
2025-02-22,SKU010,42.0,358063.86,8525.33,0
2025-02-23,SKU010,52.0,443317.16,8525.33,0
2025-02-24,SKU010,44.0,375114.52,8525.33,0
2025-02-25,SKU010,53.0,451842.49,8525.33,0
2025-02-26,SKU010,55.0,468893.15,8525.33,0
2025-02-27,SKU010,69.0,588247.77,8525.33,0
2025-02-28,SKU010,58.0,494469.14,8525.33,0
2025-03-01,SKU010,49.0,417741.17,8525.33,0
2025-03-02,SKU010,33.0,281335.89,8525.33,0
2025-03-03,SKU010,48.0,409215.84,8525.33,0
2025-03-04,SKU010,33.0,281335.89,8525.33,0
2025-03-05,SKU010,48.0,409215.84,8525.33,0
2025-03-06,SKU010,39.0,332487.87,8525.33,0
2025-03-07,SKU010,58.0,494469.14,8525.33,0
2025-03-08,SKU010,39.0,332487.87,8525.33,0
2025-03-09,SKU010,36.0,306911.88,8525.33,0
2025-03-10,SKU010,44.0,375114.52,8525.33,0
2025-03-11,SKU010,43.0,366589.19,8525.33,0
2025-03-12,SKU010,30.0,255759.9,8525.33,0
2025-03-13,SKU010,35.0,298386.55,8525.33,0
2025-03-14,SKU010,47.0,400690.51,8525.33,0
2025-03-15,SKU010,66.0,562671.78,8525.33,0
2025-03-16,SKU010,71.0,605298.43,8525.33,0
2025-03-17,SKU010,30.0,255759.9,8525.33,0
2025-03-18,SKU010,51.0,434791.83,8525.33,0
2025-03-19,SKU010,42.0,358063.86,8525.33,0
2025-03-20,SKU010,93.0,729427.23,8525.33,1
2025-03-21,SKU010,90.0,705897.32,8525.33,1
2025-03-22,SKU010,83.0,650994.2,8525.33,1
2025-03-23,SKU010,65.0,509814.73,8525.33,1
2025-03-24,SKU010,56.0,439225.0,8525.33,1
2025-03-25,SKU010,70.0,549031.25,8525.33,1
2025-03-26,SKU010,84.0,658837.5,8525.33,1
2025-03-27,SKU010,67.0,525501.34,8525.33,1
2025-03-28,SKU010,38.0,323962.54,8525.33,0
2025-03-29,SKU010,67.0,571197.11,8525.33,0
2025-03-30,SKU010,49.0,417741.17,8525.33,0
2025-03-31,SKU010,25.0,213133.25,8525.33,0
2025-04-01,SKU010,61.0,520045.13,8525.33,0
2025-04-02,SKU010,42.0,358063.86,8525.33,0
2025-04-03,SKU010,49.0,417741.17,8525.33,0
2025-04-04,SKU010,31.0,264285.23,8525.33,0
2025-04-05,SKU010,74.0,630874.42,8525.33,0
2025-04-06,SKU010,49.0,417741.17,8525.33,0
2025-04-07,SKU010,33.0,281335.89,8525.33,0
2025-04-08,SKU010,41.0,349538.53,8525.33,0
2025-04-09,SKU010,43.0,366589.19,8525.33,0
2025-04-10,SKU010,51.0,434791.83,8525.33,0
2025-04-11,SKU010,39.0,332487.87,8525.33,0
2025-04-12,SKU010,54.0,460367.82,8525.33,0
2025-04-13,SKU010,47.0,400690.51,8525.33,0
2025-04-14,SKU010,32.0,272810.56,8525.33,0
2025-04-15,SKU010,40.0,341013.2,8525.33,0
2025-04-16,SKU010,41.0,349538.53,8525.33,0
2025-04-17,SKU010,47.0,400690.51,8525.33,0
2025-04-18,SKU010,52.0,443317.16,8525.33,0
2025-04-19,SKU010,43.0,366589.19,8525.33,0
2025-04-20,SKU010,57.0,485943.81,8525.33,0
2025-04-21,SKU010,54.0,460367.82,8525.33,0
2025-04-22,SKU010,36.0,306911.88,8525.33,0
2025-04-23,SKU010,56.0,477418.48,8525.33,0
2025-04-24,SKU010,33.0,281335.89,8525.33,0
2025-04-25,SKU010,64.0,545621.12,8525.33,0
2025-04-26,SKU010,55.0,468893.15,8525.33,0
2025-04-27,SKU010,39.0,332487.87,8525.33,0
2025-04-28,SKU010,38.0,323962.54,8525.33,0
2025-04-29,SKU010,39.0,332487.87,8525.33,0
2025-04-30,SKU010,46.0,392165.18,8525.33,0
2025-05-01,SKU010,63.0,537095.79,8525.33,0
2025-05-02,SKU010,60.0,511519.8,8525.33,0
2025-05-03,SKU010,47.0,400690.51,8525.33,0
2025-05-04,SKU010,58.0,494469.14,8525.33,0
2025-05-05,SKU010,39.0,332487.87,8525.33,0
2025-05-06,SKU010,44.0,375114.52,8525.33,0
2025-05-07,SKU010,44.0,375114.52,8525.33,0
2025-05-08,SKU010,52.0,443317.16,8525.33,0
2025-05-09,SKU010,58.0,494469.14,8525.33,0
2025-05-10,SKU010,56.0,477418.48,8525.33,0
2025-05-11,SKU010,57.0,485943.81,8525.33,0
2025-05-12,SKU010,28.0,238709.24,8525.33,0
2025-05-13,SKU010,53.0,451842.49,8525.33,0
2025-05-14,SKU010,50.0,426266.5,8525.33,0
2025-05-15,SKU010,53.0,451842.49,8525.33,0
2025-05-16,SKU010,40.0,341013.2,8525.33,0
2025-05-17,SKU010,33.0,281335.89,8525.33,0
2025-05-18,SKU010,45.0,383639.85,8525.33,0
2025-05-19,SKU010,44.0,375114.52,8525.33,0
2025-05-20,SKU010,41.0,349538.53,8525.33,0
2025-05-21,SKU010,48.0,409215.84,8525.33,0
2025-05-22,SKU010,47.0,400690.51,8525.33,0
2025-05-23,SKU010,50.0,426266.5,8525.33,0
2025-05-24,SKU010,56.0,477418.48,,0
2025-05-25,SKU010,59.0,502994.47,8525.33,0
2025-05-26,SKU010,41.0,349538.53,8525.33,0
2025-05-27,SKU010,55.0,468893.15,8525.33,0
2025-05-28,SKU010,54.0,460367.82,8525.33,0
2025-05-29,SKU010,47.0,400690.51,8525.33,0
2025-05-30,SKU010,64.0,545621.12,8525.33,0
2025-05-31,SKU010,58.0,494469.14,8525.33,0
2025-06-01,SKU010,33.0,281335.89,8525.33,0
2025-06-02,SKU010,40.0,341013.2,8525.33,0
2025-06-03,SKU010,54.0,460367.82,8525.33,0
2025-06-04,SKU010,48.0,409215.84,8525.33,0
2025-06-05,SKU010,42.0,358063.86,8525.33,0
2025-06-06,SKU010,69.0,588247.77,8525.33,0
2025-06-07,SKU010,62.0,528570.46,8525.33,0
2025-06-08,SKU010,50.0,426266.5,8525.33,0
2025-06-09,SKU010,49.0,417741.17,8525.33,0
2025-06-10,SKU010,91.0,713740.63,8525.33,1
2025-06-11,SKU010,77.0,603934.38,8525.33,1
2025-06-12,SKU010,56.0,439225.0,8525.33,1
2025-06-13,SKU010,95.0,745113.84,8525.33,1
2025-06-14,SKU010,88.0,690210.72,8525.33,1
2025-06-15,SKU010,58.0,454911.61,8525.33,1
2025-06-16,SKU010,107.0,839233.49,8525.33,1
