date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-03-17,SKU009,14.0,21,5.0,57
2025-03-18,SKU009,0.0,36,5.0,57
2025-03-19,SKU009,0.0,8,5.0,57
2025-03-20,SKU009,14.0,0,5.0,57
2025-03-21,SKU009,0.0,34,5.0,57
2025-03-22,SKU009,0.0,18,5.0,57
2025-03-23,SKU009,0.0,20,5.0,57
2025-03-24,SKU009,0.0,12,5.0,57
2025-03-25,SKU009,38.0,0,5.0,57
2025-03-26,SKU009,24.0,9,5.0,57
2025-03-27,SKU009,4.0,53,5.0,57
2025-03-28,SKU009,0.0,57,5.0,57
2025-03-29,SKU009,0.0,37,5.0,57
2025-03-30,SKU009,39.0,0,5.0,57
2025-03-31,SKU009,26.0,34,5.0,57
2025-04-01,SKU009,4.0,9,5.0,57
2025-04-02,SKU009,0.0,20,5.0,57
2025-04-03,SKU009,0.0,57,5.0,57
2025-04-04,SKU009,0.0,49,5.0,57
2025-04-05,SKU009,39.0,0,5.0,57
2025-04-06,SKU009,17.0,29,5.0,57
2025-04-07,SKU009,10.0,19,5.0,57
2025-04-08,SKU009,2.0,21,5.0,57
2025-04-09,SKU009,0.0,50,5.0,57
2025-04-10,SKU009,5.0,0,5.0,57
2025-04-11,SKU009,0.0,38,5.0,57
2025-04-12,SKU009,0.0,53,5.0,57
2025-04-13,SKU009,0.0,49,5.0,57
2025-04-14,SKU009,0.0,29,5.0,57
2025-04-15,SKU009,16.0,0,5.0,57
2025-04-16,SKU009,1.0,38,5.0,57
2025-04-17,SKU009,0.0,30,5.0,57
2025-04-18,SKU009,0.0,21,5.0,57
2025-04-19,SKU009,0.0,13,5.0,57
2025-04-20,SKU009,8.0,0,5.0,57
2025-04-21,SKU009,1.0,14,5.0,57
2025-04-22,SKU009,0.0,10,5.0,57
2025-04-23,SKU009,0.0,53,5.0,57
2025-04-24,SKU009,0.0,41,5.0,57
2025-04-25,SKU009,43.0,0,5.0,57
2025-04-26,SKU009,22.0,46,5.0,57
2025-04-27,SKU009,3.0,45,5.0,57
2025-04-28,SKU009,0.0,32,5.0,57
2025-04-29,SKU009,0.0,39,5.0,57
2025-04-30,SKU009,1.0,0,5.0,57
2025-05-01,SKU009,0.0,41,5.0,57
2025-05-02,SKU009,0.0,40,5.0,57
2025-05-03,SKU009,0.0,32,5.0,57
2025-05-04,SKU009,0.0,41,5.0,57
2025-05-05,SKU009,35.0,0,5.0,57
2025-05-06,SKU009,21.0,28,5.0,57
2025-05-07,SKU009,13.0,24,5.0,57
2025-05-08,SKU009,0.0,22,5.0,57
2025-05-09,SKU009,0.0,52,5.0,57
2025-05-10,SKU009,28.0,0,5.0,57
2025-05-11,SKU009,8.0,49,5.0,57
2025-05-12,SKU009,0.0,43,5.0,57
2025-05-13,SKU009,0.0,50,5.0,57
2025-05-14,SKU009,0.0,46,5.0,57
2025-05-15,SKU009,12.0,0,5.0,57
2025-05-16,SKU009,0.0,21,5.0,57
2025-05-17,SKU009,0.0,52,5.0,57
2025-05-18,SKU009,0.0,51,5.0,57
2025-05-19,SKU009,0.0,22,5.0,57
2025-05-20,SKU009,8.0,0,5.0,57
2025-05-21,SKU009,0.0,57,5.0,57
2025-05-22,SKU009,0.0,37,5.0,57
2025-05-23,SKU009,0.0,46,5.0,57
2025-05-24,SKU009,0.0,9,5.0,57
2025-05-25,SKU009,13.0,0,5.0,57
2025-05-26,SKU009,1.0,28,5.0,57
2025-05-27,SKU009,0.0,21,5.0,57
2025-05-28,SKU009,0.0,23,5.0,57
2025-05-29,SKU009,0.0,51,5.0,57
2025-05-30,SKU009,0.0,0,5.0,57
2025-05-31,SKU009,0.0,43,5.0,57
2025-06-01,SKU009,0.0,33,5.0,57
2025-06-02,SKU009,0.0,26,5.0,57
2025-06-03,SKU009,0.0,53,5.0,57
2025-06-04,SKU009,0.0,46,5.0,57
2025-06-05,SKU009,20.0,0,5.0,57
2025-06-06,SKU009,3.0,29,5.0,57
2025-06-07,SKU009,0.0,54,5.0,57
2025-06-08,SKU009,0.0,55,5.0,57
2025-06-09,SKU009,0.0,45,5.0,57
2025-06-10,SKU009,0.0,0,5.0,57
2025-06-11,SKU009,0.0,58,5.0,57
2025-06-12,SKU009,0.0,9,5.0,57
2025-06-13,SKU009,0.0,51,5.0,57
2025-06-14,SKU009,0.0,22,5.0,57
2025-06-15,SKU009,5.0,0,5.0,57
2025-06-16,SKU009,0.0,11,5.0,57
2025-06-17,SKU009,0.0,31,5.0,57
2025-06-18,SKU009,0.0,19,5.0,57
2025-06-19,SKU009,0.0,23,5.0,57
2025-06-20,SKU009,10.0,0,5.0,57
2025-06-21,SKU009,0.0,57,5.0,57
2025-06-22,SKU009,0.0,19,5.0,57
2025-06-23,SKU009,0.0,25,5.0,57
2025-06-24,SKU009,0.0,19,5.0,57
2025-06-25,SKU009,20.0,0,5.0,57
2025-06-26,SKU009,9.0,21,5.0,57
2025-06-27,SKU009,0.0,17,5.0,57
2025-06-28,SKU009,0.0,41,5.0,57
2025-06-29,SKU009,0.0,16,5.0,57
2025-06-30,SKU009,11.0,0,5.0,57
2025-07-01,SKU009,0.0,10,5.0,57
2025-07-02,SKU009,0.0,44,5.0,57
2025-07-03,SKU009,0.0,7,5.0,57
2025-07-04,SKU009,0.0,42,5.0,57
2025-07-05,SKU009,0.0,0,5.0,57
2025-07-06,SKU009,0.0,43,5.0,57
2025-07-07,SKU009,0.0,11,5.0,57
2025-07-08,SKU009,0.0,23,5.0,57
2025-07-09,SKU009,0.0,44,5.0,57
2025-07-10,SKU009,24.0,0,5.0,57
2025-07-11,SKU009,6.0,22,5.0,57
2025-07-12,SKU009,0.0,31,5.0,57
2025-07-13,SKU009,0.0,24,5.0,57
2025-07-14,SKU009,0.0,8,5.0,57
2025-07-15,SKU009,17.0,0,5.0,57
2025-07-16,SKU009,0.0,58,5.0,57
2025-07-17,SKU009,0.0,33,5.0,57
2025-07-18,SKU009,0.0,26,5.0,57
2025-07-19,SKU009,0.0,32,5.0,57
2025-07-20,SKU009,28.0,0,5.0,57
2025-07-21,SKU009,11.0,12,5.0,57
2025-07-22,SKU009,0.0,30,5.0,57
2025-07-23,SKU009,0.0,16,5.0,57
2025-07-24,SKU009,0.0,40,5.0,57
2025-07-25,SKU009,45.0,0,5.0,57
2025-07-26,SKU009,30.0,19,5.0,57
2025-07-27,SKU009,14.0,27,5.0,57
2025-07-28,SKU009,0.0,21,5.0,57
2025-07-29,SKU009,0.0,27,5.0,57
2025-07-30,SKU009,20.0,0,5.0,57
2025-07-31,SKU009,1.0,47,5.0,57
2025-08-01,SKU009,0.0,36,5.0,57
2025-08-02,SKU009,0.0,33,5.0,57
2025-08-03,SKU009,0.0,8,5.0,57
2025-08-04,SKU009,0.0,9,5.0,57
2025-08-05,SKU009,40.0,0,5.0,57
2025-08-06,SKU009,20.0,50,5.0,57
2025-08-07,SKU009,2.0,14,5.0,57
2025-08-08,SKU009,0.0,52,5.0,57
2025-08-09,SKU009,0.0,58,5.0,57
2025-08-10,SKU009,33.0,0,5.0,57
2025-08-11,SKU009,23.0,31,5.0,57
2025-08-12,SKU009,10.0,18,5.0,57
2025-08-13,SKU009,0.0,53,5.0,57
2025-08-14,SKU009,0.0,25,5.0,57
2025-08-15,SKU009,7.0,0,5.0,57
2025-08-16,SKU009,0.0,37,5.0,57
2025-08-17,SKU009,0.0,54,5.0,57
2025-08-18,SKU009,0.0,52,5.0,57
2025-08-19,SKU009,0.0,49,5.0,57
2025-08-20,SKU009,0.0,0,5.0,57
2025-08-21,SKU009,0.0,46,5.0,57
2025-08-22,SKU009,0.0,53,5.0,57
2025-08-23,SKU009,0.0,50,5.0,57
2025-08-24,SKU009,0.0,39,5.0,57
2025-08-25,SKU009,16.0,0,5.0,57
2025-08-26,SKU009,0.0,51,5.0,57
2025-08-27,SKU009,0.0,34,5.0,57
2025-08-28,SKU009,0.0,20,5.0,57
2025-08-29,SKU009,0.0,30,5.0,57
2025-08-30,SKU009,23.0,0,5.0,57
2025-08-31,SKU009,7.0,8,5.0,57
2025-09-01,SKU009,0.0,28,5.0,57
2025-09-02,SKU009,0.0,51,5.0,57
2025-09-03,SKU009,0.0,35,5.0,57
2025-09-04,SKU009,0.0,27,5.0,57
2025-09-05,SKU009,27.0,0,5.0,57
2025-09-06,SKU009,10.0,39,5.0,57
2025-09-07,SKU009,0.0,36,5.0,57
2025-09-08,SKU009,0.0,19,5.0,57
2025-09-09,SKU009,0.0,55,5.0,57
2025-09-10,SKU009,2.0,0,5.0,57
2025-09-11,SKU009,0.0,43,5.0,57
2025-09-12,SKU009,0.0,42,5.0,57
2025-09-13,SKU009,0.0,14,5.0,57
2025-09-14,SKU009,0.0,12,5.0,57
2025-09-15,SKU009,13.0,0,5.0,57
2025-09-16,SKU009,0.0,11,,57
2025-09-17,SKU009,0.0,56,5.0,57
2025-09-18,SKU009,0.0,51,5.0,57
2025-09-19,SKU009,0.0,56,5.0,57
2025-09-20,SKU009,47.0,0,5.0,57
2025-09-21,SKU009,26.0,18,5.0,57
2025-09-22,SKU009,12.0,47,5.0,57
2025-09-23,SKU009,0.0,31,5.0,57
2025-09-24,SKU009,0.0,9,5.0,57
2025-09-25,SKU009,16.0,0,5.0,57
2025-09-26,SKU009,0.0,11,5.0,57
2025-09-27,SKU009,0.0,58,5.0,57
2025-09-28,SKU009,0.0,50,5.0,57
2025-09-29,SKU009,0.0,50,5.0,57
2025-09-30,SKU009,0.0,0,5.0,57
2025-10-01,SKU009,0.0,7,5.0,57
2025-10-02,SKU009,0.0,21,5.0,57
2025-10-03,SKU009,0.0,50,5.0,57
2025-10-04,SKU009,0.0,37,5.0,57
2025-10-05,SKU009,18.0,0,5.0,57
2025-10-06,SKU009,0.0,14,5.0,57
2025-10-07,SKU009,0.0,31,5.0,57
2025-10-08,SKU009,0.0,31,5.0,57
2025-10-09,SKU009,0.0,58,5.0,57
2025-10-10,SKU009,11.0,0,5.0,57
2025-10-11,SKU009,0.0,14,5.0,57
2025-10-12,SKU009,0.0,31,5.0,57
2025-10-13,SKU009,0.0,47,5.0,57
2025-10-14,SKU009,0.0,47,5.0,57
2025-10-15,SKU009,14.0,0,5.0,57
2025-10-16,SKU009,0.0,50,5.0,57
2025-10-17,SKU009,0.0,31,5.0,57
2025-10-18,SKU009,0.0,9,5.0,57
2025-10-19,SKU009,0.0,49,5.0,57
2025-10-20,SKU009,45.0,0,5.0,57
2025-10-21,SKU009,0.0,21,5.0,57
2025-10-22,SKU009,0.0,41,5.0,57
2025-10-23,SKU009,0.0,28,5.0,57
2025-10-24,SKU009,0.0,28,5.0,57
2025-10-25,SKU009,38.0,0,5.0,57
2025-10-26,SKU009,25.0,57,5.0,57
2025-10-27,SKU009,12.0,13,5.0,57
2025-10-28,SKU009,0.0,45,5.0,57
2025-10-29,SKU009,0.0,16,5.0,57
2025-10-30,SKU009,21.0,0,5.0,57
2025-10-31,SKU009,2.0,48,5.0,57
2025-11-01,SKU009,0.0,18,5.0,57
2025-11-02,SKU009,0.0,24,5.0,57
2025-11-03,SKU009,0.0,56,5.0,57
2025-11-04,SKU009,0.0,29,5.0,57
2025-11-05,SKU009,1.0,0,5.0,57
2025-11-06,SKU009,0.0,28,5.0,57
2025-11-07,SKU009,0.0,30,5.0,57
2025-11-08,SKU009,0.0,47,5.0,57
2025-11-09,SKU009,0.0,25,5.0,57
2025-11-10,SKU009,3.0,0,5.0,57
2025-11-11,SKU009,0.0,47,5.0,57
2025-11-12,SKU009,0.0,26,5.0,57
2025-11-13,SKU009,0.0,9,5.0,57
2025-11-14,SKU009,0.0,50,5.0,57
2025-11-15,SKU009,34.0,0,5.0,57
2025-11-16,SKU009,20.0,57,5.0,57
2025-11-17,SKU009,5.0,39,5.0,57
2025-11-18,SKU009,0.0,21,5.0,57
2025-11-19,SKU009,0.0,52,5.0,57
2025-11-20,SKU009,0.0,0,5.0,57
2025-11-21,SKU009,0.0,46,5.0,57
2025-11-22,SKU009,0.0,52,5.0,57
2025-11-23,SKU009,0.0,55,5.0,57
2025-11-24,SKU009,0.0,36,5.0,57
2025-11-25,SKU009,32.0,0,5.0,57
2025-11-26,SKU009,3.0,9,5.0,57
2025-11-27,SKU009,0.0,9,5.0,57
2025-11-28,SKU009,0.0,46,5.0,57
2025-11-29,SKU009,0.0,59,5.0,57
2025-11-30,SKU009,0.0,0,5.0,57
2025-12-01,SKU009,0.0,26,5.0,57
2025-12-02,SKU009,0.0,58,5.0,57
2025-12-03,SKU009,0.0,52,5.0,57
2025-12-04,SKU009,0.0,28,5.0,57
2025-12-05,SKU009,23.0,0,5.0,57
2025-12-06,SKU009,0.0,30,5.0,57
2025-12-07,SKU009,0.0,24,5.0,57
2025-12-08,SKU009,0.0,37,5.0,57
2025-12-09,SKU009,0.0,21,5.0,57
2025-12-10,SKU009,18.0,0,5.0,57
2025-12-11,SKU009,0.0,22,5.0,57
2025-12-12,SKU009,0.0,33,5.0,57
2025-12-13,SKU009,0.0,47,5.0,57
2025-12-14,SKU009,0.0,52,5.0,57
2025-12-15,SKU009,0.0,0,5.0,57
2025-12-16,SKU009,0.0,44,5.0,57
2025-12-17,SKU009,0.0,53,5.0,57
2025-12-18,SKU009,0.0,45,5.0,57
2025-12-19,SKU009,0.0,19,5.0,57
2025-12-20,SKU009,13.0,0,5.0,57
2025-12-21,SKU009,0.0,49,5.0,57
2025-12-22,SKU009,0.0,16,5.0,57
2025-12-23,SKU009,0.0,54,5.0,57
2025-12-24,SKU009,0.0,21,5.0,57
2025-12-25,SKU009,37.0,0,5.0,57
2025-12-26,SKU009,3.0,33,5.0,57
2025-12-27,SKU009,0.0,14,5.0,57
2025-12-28,SKU009,0.0,43,5.0,57
2025-12-29,SKU009,0.0,36,5.0,57
2025-12-30,SKU009,13.0,0,5.0,57
2025-12-31,SKU009,0.0,22,5.0,57
2026-01-01,SKU009,0.0,10,5.0,57
2026-01-02,SKU009,0.0,16,5.0,57
2026-01-03,SKU009,0.0,32,5.0,57
2026-01-04,SKU009,0.0,9,5.0,57
2026-01-05,SKU009,23.0,0,5.0,57
2026-01-06,SKU009,5.0,33,5.0,57
2026-01-07,SKU009,0.0,18,5.0,57
2026-01-08,SKU009,0.0,48,5.0,57
2026-01-09,SKU009,0.0,41,5.0,57
2026-01-10,SKU009,8.0,0,5.0,57
2026-01-11,SKU009,0.0,44,5.0,57
2026-01-12,SKU009,0.0,38,5.0,57
2026-01-13,SKU009,0.0,7,5.0,57
2026-01-14,SKU009,0.0,35,5.0,57
2026-01-15,SKU009,4.0,0,5.0,57
2026-01-16,SKU009,0.0,47,5.0,57
2026-01-17,SKU009,0.0,41,5.0,57
2026-01-18,SKU009,0.0,38,5.0,57
2026-01-19,SKU009,0.0,35,5.0,57
2026-01-20,SKU009,6.0,0,5.0,57
2026-01-21,SKU009,0.0,41,5.0,57
2026-01-22,SKU009,0.0,48,5.0,57
2026-01-23,SKU009,0.0,27,5.0,57
2026-01-24,SKU009,0.0,25,5.0,57
2026-01-25,SKU009,35.0,0,5.0,57
2026-01-26,SKU009,16.0,48,5.0,57
2026-01-27,SKU009,0.0,10,5.0,57
2026-01-28,SKU009,0.0,21,5.0,57
2026-01-29,SKU009,0.0,51,5.0,57
2026-01-30,SKU009,29.0,0,5.0,57
2026-01-31,SKU009,3.0,17,5.0,57
2026-02-01,SKU009,0.0,32,5.0,57
2026-02-02,SKU009,0.0,17,5.0,57
2026-02-03,SKU009,0.0,37,5.0,57
2026-02-04,SKU009,0.0,11,5.0,57
2026-02-05,SKU009,0.0,0,5.0,57
2026-02-06,SKU009,0.0,11,5.0,57
2026-02-07,SKU009,0.0,55,5.0,57
2026-02-08,SKU009,0.0,16,5.0,57
2026-02-09,SKU009,0.0,34,5.0,57
2026-02-10,SKU009,0.0,0,5.0,57
2026-02-11,SKU009,0.0,14,5.0,57
2026-02-12,SKU009,0.0,7,5.0,57
2026-02-13,SKU009,0.0,11,5.0,57
2026-02-14,SKU009,0.0,34,5.0,57
2026-02-15,SKU009,17.0,0,5.0,57
2026-02-16,SKU009,0.0,20,5.0,57
2026-02-17,SKU009,0.0,55,5.0,57
2026-02-18,SKU009,0.0,30,5.0,57
2026-02-19,SKU009,0.0,49,5.0,57
2026-02-20,SKU009,7.0,0,5.0,57
2026-02-21,SKU009,0.0,20,5.0,57
2026-02-22,SKU009,0.0,15,5.0,57
2026-02-23,SKU009,0.0,16,5.0,57
2026-02-24,SKU009,0.0,42,5.0,57
2026-02-25,SKU009,22.0,0,5.0,57
2026-02-26,SKU009,9.0,16,5.0,57
2026-02-27,SKU009,0.0,58,5.0,57
2026-02-28,SKU009,0.0,54,5.0,57
2026-03-01,SKU009,0.0,19,5.0,57
2026-03-02,SKU009,0.0,23,5.0,57
2026-03-03,SKU009,0.0,57,5.0,57
2026-03-04,SKU009,0.0,59,5.0,57
2026-03-05,SKU009,12.0,0,5.0,57
2026-03-06,SKU009,0.0,50,5.0,57
2026-03-07,SKU009,0.0,55,5.0,57
2026-03-08,SKU009,0.0,52,5.0,57
2026-03-09,SKU009,0.0,42,5.0,57
2026-03-10,SKU009,19.0,0,5.0,57
2026-03-11,SKU009,7.0,33,5.0,57
2026-03-12,SKU009,0.0,44,5.0,57
2026-03-13,SKU009,0.0,20,5.0,57
2026-03-14,SKU009,0.0,44,5.0,57
2026-03-15,SKU009,15.0,0,5.0,57
2026-03-16,SKU009,0.0,37,5.0,57
2026-03-17,SKU009,0.0,50,5.0,57
2026-03-18,SKU009,0.0,56,5.0,57
2026-03-19,SKU009,0.0,23,5.0,57
2026-03-20,SKU009,17.0,0,5.0,57
2026-03-21,SKU009,0.0,38,5.0,57
2026-03-22,SKU009,0.0,22,5.0,57
2026-03-23,SKU009,0.0,40,5.0,57
2026-03-24,SKU009,0.0,41,5.0,57
2026-03-25,SKU009,13.0,0,5.0,57
2026-03-26,SKU009,0.0,28,5.0,57
2026-03-27,SKU009,0.0,49,5.0,57
2026-03-28,SKU009,0.0,20,5.0,57
2026-03-29,SKU009,0.0,31,5.0,57
2026-03-30,SKU009,26.0,0,5.0,57
2026-03-31,SKU009,0.0,38,5.0,57
2026-04-01,SKU009,0.0,9,5.0,57
2026-04-02,SKU009,0.0,25,5.0,57
2026-04-03,SKU009,0.0,23,5.0,57
2026-04-04,SKU009,0.0,57,5.0,57
2026-04-05,SKU009,43.0,0,5.0,57
2026-04-06,SKU009,29.0,26,5.0,57
2026-04-07,SKU009,12.0,48,5.0,57
2026-04-08,SKU009,0.0,35,5.0,57
2026-04-09,SKU009,0.0,27,5.0,57
2026-04-10,SKU009,27.0,0,5.0,57
2026-04-11,SKU009,14.0,56,5.0,57
2026-04-12,SKU009,0.0,25,5.0,57
2026-04-13,SKU009,0.0,16,5.0,57
2026-04-14,SKU009,0.0,56,5.0,57
2026-04-15,SKU009,19.0,0,5.0,57
2026-04-16,SKU009,0.0,18,5.0,57
2026-04-17,SKU009,0.0,7,5.0,57
2026-04-18,SKU009,0.0,41,5.0,57
2026-04-19,SKU009,0.0,39,5.0,57
2026-04-20,SKU009,0.0,0,5.0,57
2026-04-21,SKU009,0.0,40,5.0,57
2026-04-22,SKU009,0.0,15,5.0,57
2026-04-23,SKU009,0.0,28,5.0,57
2026-04-24,SKU009,0.0,23,5.0,57
2026-04-25,SKU009,33.0,0,5.0,57
2026-04-26,SKU009,21.0,22,5.0,57
2026-04-27,SKU009,5.0,21,5.0,57
2026-04-28,SKU009,0.0,46,5.0,57
2026-04-29,SKU009,0.0,8,5.0,57
2026-04-30,SKU009,24.0,0,5.0,57
2026-05-01,SKU009,10.0,9,5.0,57
2026-05-02,SKU009,0.0,10,5.0,57
2026-05-03,SKU009,0.0,32,5.0,57
2026-05-04,SKU009,0.0,56,5.0,57
2026-05-05,SKU009,0.0,0,5.0,57
2026-05-06,SKU009,0.0,23,5.0,57
2026-05-07,SKU009,0.0,42,5.0,57
2026-05-08,SKU009,0.0,53,5.0,57
2026-05-09,SKU009,0.0,33,5.0,57
2026-05-10,SKU009,11.0,0,5.0,57
2026-05-11,SKU009,0.0,23,5.0,57
2026-05-12,SKU009,0.0,26,5.0,57
2026-05-13,SKU009,0.0,14,5.0,57
2026-05-14,SKU009,0.0,13,5.0,57
2026-05-15,SKU009,31.0,0,5.0,57
2026-05-16,SKU009,12.0,32,5.0,57
2026-05-17,SKU009,0.0,47,5.0,57
2026-05-18,SKU009,0.0,40,5.0,57
2026-05-19,SKU009,0.0,7,5.0,57
2026-05-20,SKU009,8.0,0,5.0,57
2026-05-21,SKU009,0.0,35,5.0,57
2026-05-22,SKU009,0.0,14,5.0,57
2026-05-23,SKU009,0.0,56,5.0,57
2026-05-24,SKU009,0.0,48,5.0,57
2026-05-25,SKU009,37.0,0,5.0,57
2026-05-26,SKU009,17.0,38,5.0,57
2026-05-27,SKU009,0.0,50,5.0,57
2026-05-28,SKU009,0.0,16,5.0,57
2026-05-29,SKU009,0.0,51,5.0,57
2026-05-30,SKU009,34.0,0,5.0,57
2026-05-31,SKU009,20.0,8,5.0,57
2026-06-01,SKU009,7.0,40,5.0,57
2026-06-02,SKU009,0.0,12,5.0,57
2026-06-03,SKU009,0.0,40,5.0,57
2026-06-04,SKU009,0.0,53,5.0,57
2026-06-05,SKU009,0.0,0,5.0,57
2026-06-06,SKU009,0.0,32,5.0,57
2026-06-07,SKU009,0.0,12,5.0,57
2026-06-08,SKU009,0.0,41,5.0,57
2026-06-09,SKU009,0.0,13,5.0,57
2026-06-10,SKU009,39.0,0,5.0,57
2026-06-11,SKU009,5.0,23,5.0,57
2026-06-12,SKU009,0.0,16,5.0,57
2026-06-13,SKU009,0.0,56,5.0,57
2026-06-14,SKU009,0.0,40,5.0,57
2026-06-15,SKU009,7.0,0,5.0,57
2026-06-16,SKU009,0.0,46,5.0,57
2026-06-17,SKU009,0.0,52,5.0,57
2026-06-18,SKU009,0.0,49,5.0,57
2026-06-19,SKU009,0.0,25,5.0,57
2026-06-20,SKU009,0.0,0,5.0,57
2026-06-21,SKU009,0.0,34,5.0,57
2026-06-22,SKU009,0.0,37,5.0,57
2026-06-23,SKU009,0.0,22,5.0,57
2026-06-24,SKU009,0.0,14,5.0,57
2026-06-25,SKU009,0.0,0,5.0,57
2026-06-26,SKU009,0.0,49,5.0,57
2026-06-27,SKU009,0.0,21,5.0,57
2026-06-28,SKU009,0.0,26,5.0,57
2026-06-29,SKU009,0.0,21,5.0,57
2026-06-30,SKU009,13.0,0,5.0,57
2025-01-01,SKU010,302.0,128,11.0,394
2025-01-02,SKU010,302.0,179,11.0,394
2025-01-03,SKU010,302.0,38,11.0,394
2025-01-04,SKU010,302.0,166,11.0,394
2025-01-05,SKU010,302.0,150,11.0,394
2025-01-06,SKU010,302.0,166,11.0,394
2025-01-07,SKU010,302.0,141,11.0,394
2025-01-08,SKU010,302.0,67,11.0,394
2025-01-09,SKU010,302.0,88,11.0,394
2025-01-10,SKU010,302.0,39,11.0,394
2025-01-11,SKU010,325.0,0,11.0,394
2025-01-12,SKU010,325.0,173,11.0,394
2025-01-13,SKU010,325.0,154,11.0,394
2025-01-14,SKU010,260.0,35,11.0,394
2025-01-15,SKU010,191.0,94,11.0,394
2025-01-16,SKU010,153.0,68,11.0,394
2025-01-17,SKU010,93.0,69,11.0,394
2025-01-18,SKU010,50.0,164,11.0,394
2025-01-19,SKU010,6.0,180,11.0,394
2025-01-20,SKU010,0.0,89,11.0,394
2025-01-21,SKU010,0.0,152,11.0,394
2025-01-22,SKU010,0.0,0,11.0,394
2025-01-23,SKU010,0.0,144,11.0,394
2025-01-24,SKU010,0.0,30,11.0,394
2025-01-25,SKU010,0.0,77,11.0,394
2025-01-26,SKU010,0.0,112,11.0,394
2025-01-27,SKU010,0.0,32,11.0,394
2025-01-28,SKU010,0.0,41,11.0,394
2025-01-29,SKU010,0.0,73,11.0,394
2025-01-30,SKU010,0.0,98,11.0,394
2025-01-31,SKU010,0.0,56,11.0,394
2025-02-01,SKU010,0.0,73,11.0,394
2025-02-02,SKU010,0.0,49,11.0,394
2025-02-03,SKU010,0.0,38,11.0,394
2025-02-04,SKU010,0.0,89,11.0,394
2025-02-05,SKU010,0.0,57,11.0,394
2025-02-06,SKU010,0.0,126,11.0,394
2025-02-07,SKU010,0.0,58,11.0,394
2025-02-08,SKU010,0.0,52,11.0,394
2025-02-09,SKU010,0.0,81,11.0,394
2025-02-10,SKU010,0.0,39,11.0,394
2025-02-11,SKU010,0.0,0,11.0,394
2025-02-12,SKU010,0.0,144,11.0,394
2025-02-13,SKU010,0.0,50,11.0,394
2025-02-14,SKU010,0.0,119,11.0,394
2025-02-15,SKU010,0.0,71,11.0,394
2025-02-16,SKU010,0.0,74,11.0,394
2025-02-17,SKU010,0.0,47,11.0,394
2025-02-18,SKU010,0.0,59,11.0,394
2025-02-19,SKU010,0.0,113,11.0,394
2025-02-20,SKU010,0.0,116,11.0,394
2025-02-21,SKU010,0.0,68,11.0,394
2025-02-22,SKU010,14.0,0,11.0,394
2025-02-23,SKU010,0.0,77,11.0,394
2025-02-24,SKU010,0.0,36,11.0,394
2025-02-25,SKU010,0.0,106,11.0,394
2025-02-26,SKU010,0.0,153,11.0,394
2025-02-27,SKU010,0.0,122,11.0,394
2025-02-28,SKU010,0.0,26,11.0,394
2025-03-01,SKU010,0.0,66,11.0,394
2025-03-02,SKU010,0.0,97,11.0,394
2025-03-03,SKU010,0.0,167,11.0,394
2025-03-04,SKU010,0.0,49,11.0,394
2025-03-05,SKU010,0.0,34,11.0,394
2025-03-06,SKU010,0.0,106,11.0,394
2025-03-07,SKU010,0.0,111,11.0,394
2025-03-08,SKU010,0.0,178,11.0,394
2025-03-09,SKU010,0.0,108,11.0,394
2025-03-10,SKU010,0.0,25,11.0,394
2025-03-11,SKU010,85.0,0,11.0,394
2025-03-12,SKU010,55.0,55,11.0,394
2025-03-13,SKU010,20.0,151,11.0,394
2025-03-14,SKU010,0.0,92,11.0,394
2025-03-15,SKU010,0.0,159,11.0,394
2025-03-16,SKU010,0.0,50,11.0,394
2025-03-17,SKU010,0.0,117,11.0,394
2025-03-18,SKU010,0.0,134,11.0,394
2025-03-19,SKU010,0.0,29,11.0,394
2025-03-20,SKU010,0.0,98,11.0,394
2025-03-21,SKU010,0.0,130,11.0,394
2025-03-22,SKU010,38.0,0,11.0,394
2025-03-23,SKU010,0.0,39,11.0,394
2025-03-24,SKU010,0.0,27,11.0,394
2025-03-25,SKU010,0.0,57,11.0,394
2025-03-26,SKU010,0.0,60,11.0,394
2025-03-27,SKU010,0.0,117,11.0,394
2025-03-28,SKU010,0.0,26,11.0,394
2025-03-29,SKU010,0.0,65,11.0,394
2025-03-30,SKU010,0.0,59,11.0,394
2025-03-31,SKU010,0.0,155,11.0,394
2025-04-01,SKU010,0.0,79,11.0,394
2025-04-02,SKU010,0.0,137,11.0,394
2025-04-03,SKU010,0.0,153,11.0,394
2025-04-04,SKU010,0.0,135,11.0,394
2025-04-05,SKU010,0.0,40,11.0,394
2025-04-06,SKU010,0.0,140,11.0,394
2025-04-07,SKU010,0.0,157,11.0,394
2025-04-08,SKU010,0.0,82,11.0,394
2025-04-09,SKU010,0.0,163,11.0,394
2025-04-10,SKU010,0.0,132,11.0,394
2025-04-11,SKU010,96.0,0,11.0,394
2025-04-12,SKU010,42.0,109,11.0,394
2025-04-13,SKU010,0.0,83,11.0,394
2025-04-14,SKU010,0.0,73,11.0,394
2025-04-15,SKU010,0.0,149,11.0,394
2025-04-16,SKU010,0.0,155,11.0,394
2025-04-17,SKU010,0.0,75,11.0,394
2025-04-18,SKU010,0.0,122,11.0,394
2025-04-19,SKU010,0.0,137,11.0,394
2025-04-20,SKU010,0.0,56,11.0,394
2025-04-21,SKU010,0.0,122,11.0,394
